first,second
out_disc_cov,1
regex_cont,"r"".*_C"""
align_disc,false
train_μA_scale_lim,1000
B_OH,[-0.08304782527775754 -0.23891071866057081; 0.08203714493458052 -0.11242227763587503; -0.0462235177171568 0.2318053416936366; -0.030853524741492253 0.02161253509972073]
plot_use_o_cov,true
plot_disc_cov,1
eigen_total_var,0.85
o_cc,
o_dcorr,"[[0 0 0 0 0 0 0 0 1 1 1 0 0 1 1 1 1 0 0 1 0 1 0 1 1 1 0 0 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 1 0 0 0 0 1 0 0 1 1 0 1 1 1 1 0 1 0 0 0 1 1 0 0 1 1 0 1 1 1 0 0 0 0 1 0 0 0 1 1 0 0 0 1 0 1 1 1 1 0 1 0 0 1 1 0 1 1 1 1 0 1 1 1 0 0 0 0 1 0 0 1 1 0 1 1 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 1 1 1 0 0 1 0 1 0 0 0 0 0 0 0 1 0 1 1 0 0 1 0 0 0 1 1 0 1 0 0 1 0 0 0 0 0 0 1 1 0 0 1 1 0 0 0 1 0 1 0 0 0 1 0 0 1 1 1 0 1 0 1 1 0 0 1 0 0 0 0 0 0 1 1 0 0 1 1 0 0 0 1 1 1 1 0 1 1 1 0 1 1 1 1 1 0 0 0 1 0 1 1 1 0 0 0 0 1 1 1 0 0 0 0 1 0 1 1 1 1 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 1 1 1 0 0 0 0 1 1 0 0 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 0 1 1 0 1 0 1 0 0 0 1 0 0 0 1 1 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 1 0 1 1 0 0 0 0 0 0], [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]]"
norm_disc_cov,1
blunt_percent,0.975
eigen_contr_var,0.04
o_svd_S,"Float32[26.414492, 19.004938, 11.861265, 9.69729, 8.798944, 8.119982, 7.69808, 7.5587387, 6.765364, 6.6886053, 6.1011477, 5.800881, 5.290951, 5.1030836, 5.0316153, 4.950345, 4.754731, 4.6966066, 4.4711013, 4.345271, 4.2699885, 4.221976, 4.1179113, 4.0536685, 3.9689791, 3.891084, 3.795106, 3.7342079, 3.6093533, 3.5665169, 3.4607491, 3.4482827, 3.39119, 3.2889433, 3.1906967, 3.1322942, 3.1174853, 3.079633, 2.956657, 2.9176075, 2.8526154, 2.7608805, 2.6931996, 2.6233158, 2.620073, 2.547212, 2.4739642, 2.434036, 2.3957977, 2.3366766, 2.259771, 2.2181416, 2.2020524, 2.1843903, 2.1518226, 2.1088006, 2.0551934, 1.9546311, 1.9361218, 1.8869603, 1.868479, 1.7863874, 1.7092211, 1.6658618, 1.5819329, 1.5182798, 1.499904, 1.3082461, 1.2903929, 1.2576497, 1.1236233]"
X_Val_k,10
cosine_covariate_offset,true
plot_color,"[""b"", ""orange"", ""g"", ""r"", ""m"", ""y"", ""k""]"
train_μA,0.001
out_use_cont_cov,false
align_p_cutoff,0.05
seed_max_CV,0.7
o_svd_dim_indices,"[1, 2, 3, 4]"
eigen_var_override,false
plot_separate,false
train_collection_time_balance,1
o_svd_dimvar_corrected,"Float32[0.30395803, 0.15734833, 0.061290175, 0.04096663, 0.033727944, 0.028723657, 0.025816321, 0.024890125, 0.019939303, 0.019489527, 0.016216278, 0.014659464, 0.012195408, 0.011344731, 0.0110292435, 0.010675728, 0.009848714, 0.009609461, 0.008708775, 0.008225501, 0.007942975, 0.007765293, 0.0073872805, 0.007158518, 0.006862581, 0.00659585, 0.0062744617, 0.0060747266, 0.005675316, 0.005541444, 0.0052174926, 0.005180061, 0.005009949, 0.004712403, 0.004435122, 0.00427413, 0.004233837, 0.004131794, 0.00380826, 0.0037083626, 0.0035450459, 0.003320694, 0.0031597614, 0.0029979944, 0.0029906034, 0.0028265715, 0.0026662946, 0.00258106, 0.0025004745, 0.002378583, 0.0022246838, 0.0021434426, 0.0021124482, 0.0020786524, 0.0020172, 0.0019373298, 0.001840055, 0.0016644001, 0.001633048, 0.0015512109, 0.0015209317, 0.0013900995, 0.0012726784, 0.0012090802, 0.001090169, 0.001004219, 0.0009800792, 0.0007456541, 0.0007253885, 0.0006889701, 0.00055009127]"
out_all_norm_cont_cov,true
train_max_steps,2400
B,"Float32[0.05894173, -0.018317122, -0.009269111, 0.009280103]"
regex_disc,"r"".*_D"""
