"TF_NAME","Pscan_TERM","MATRIX_ID","Z_SCORE","P_VALUE","SAMPLE_AVERAGE","BACKGROUND_AVERAGE","SAMPLE_DEVSTD","SAMPLE_SIZE","In_original_list","FDR","cycling_in_CTL_BHQ","cycling_in_AD_BHQ","DR_AR1_BHQ","DR_AR1_mthd2_BHQ","DR_logAmpRatio","diff_mesor","edgeR_DE_BHQ","diff_mesor_BHQ"
"Wt1","Wt1","MA1627.1","1.58538",0.0563952,0.850806,0.828844,0.0599366,20,"False",0.966644603626943,NA,NA,NA,NA,NA,NA,NA,NA
"HES6","HES6","MA1493.1","1.56493",0.0587425,0.816982,0.801229,0.0485413,20,"False",0.966644603626943,0.000189974688730165,0.0826307194566592,0.931446194475021,0.930657186789934,-0.20113066192432,0.921809044363485,0.975783629037729,0.921809044363485
"Mlxip","Mlxip","MA0622.1","1.56402",0.0588236,0.849337,0.823892,0.0951868,20,"False",0.966644603626943,0.01567056010237,0.0412464270132939,NA,NA,NA,0.919820957818775,0.584368247130429,0.919820957818775
"REL","REL","MA0101.1","1.53979",0.0617571,0.885121,0.869717,0.044003,20,"False",0.966644603626943,0.896972540245189,0.505396308115061,NA,NA,NA,0.973806278358158,0.842363278575441,0.973806278358158
"MAZ","MAZ","MA1522.1","1.52526",0.0635578,0.903933,0.877914,0.0666569,20,"False",0.966644603626943,0.0980598580763489,0.378813150782559,NA,NA,NA,0.468938457619758,0.4359137964672,0.468938457619758
"ZSCAN29","ZSCAN29","MA1602.1","1.51712",0.0645452,0.799511,0.784442,0.0532965,20,"False",0.966644603626943,0.679582845430388,0.665206009667339,NA,NA,NA,0.896394098685314,0.632310236549938,0.896394098685314
"NEUROD2","NEUROD2","MA0668.1","1.42774",0.0766459,0.862125,0.849938,0.0312738,20,"False",0.966644603626943,5.1408581156003e-07,0.00138244906396641,0.884012240801764,0.883973512493688,0.207031478218977,0.00573841003928427,0.289852380605596,0.00573841003928427
"ZBTB33","ZBTB33","MA0527.1","1.38216",0.083386,0.789471,0.772676,0.0626584,20,"False",0.966644603626943,0.0393061091653766,0.00595092762497336,0.568551551213686,0.570581068380403,0.725928074085639,0.253906250737912,0.360091955411573,0.253906250737912
"POU6F1","POU6F1","MA1549.1","1.37718",0.0841511,0.851743,0.833784,0.0680774,20,"False",0.966644603626943,0.00051343850559601,0.120283539429309,NA,NA,NA,0.415986530677348,0.96738364704965,0.415986530677348
"IRF6","IRF6","MA1509.1","1.35481",0.0876462,0.806994,0.792275,0.0624255,20,"False",0.966644603626943,NA,NA,NA,NA,NA,NA,NA,NA
"GCM2","GCM2","MA0767.1","1.34115",0.0898689,0.847974,0.835222,0.0460049,20,"False",0.966644603626943,NA,NA,NA,NA,NA,NA,NA,NA
"MSGN1","MSGN1","MA1524.1","1.27343",0.101377,0.85491,0.840896,0.0475641,20,"False",0.966644603626943,NA,NA,NA,NA,NA,NA,NA,NA
"SPIB","SPIB","MA0081.2","1.23648",0.108073,0.790982,0.777921,0.0497156,20,"False",0.966644603626943,NA,NA,NA,NA,NA,NA,NA,NA
"HNF4A","HNF4A","MA0114.4","1.23634",0.108079,0.794778,0.77989,0.0644629,20,"False",0.966644603626943,NA,NA,NA,NA,NA,NA,NA,NA
"ZNF75D","ZNF75D","MA1601.1","1.23149",0.109004,0.852591,0.837522,0.0567784,20,"False",0.966644603626943,3.71606021965651e-06,0.00801447457952983,0.82267416840684,0.822846198607395,-0.159163259441346,0.612668489914153,0.302249293310612,0.612668489914153
"NRF1","NRF1","MA0506.1","1.22547",0.110155,0.863601,0.844252,0.0586049,20,"False",0.966644603626943,3.27021819603819e-06,0.151681117684159,NA,NA,NA,0.291124951068865,0.910530018183984,0.291124951068865
"KLF15","KLF15","MA1513.1","1.22275",0.11067,0.887403,0.860109,0.081365,20,"False",0.966644603626943,NA,NA,NA,NA,NA,NA,0.946483405777615,NA
"TFAP2B","TFAP2B","MA0811.1","1.21388",0.112367,0.870681,0.857551,0.0323932,20,"False",0.966644603626943,NA,NA,NA,NA,NA,NA,NA,NA
"ZNF263","ZNF263","MA0528.2","1.20746",0.113593,0.873731,0.856546,0.0467062,20,"False",0.966644603626943,0.119039055427212,0.30278161607353,NA,NA,NA,0.653602788471038,0.612004028071349,0.653602788471038
"ZNF148","ZNF148","MA1653.1","1.20566",0.113929,0.871763,0.850645,0.0664133,20,"False",0.966644603626943,2.44981491718035e-09,0.053941903498311,NA,NA,NA,0.0698440925145701,0.653738983977228,0.0698440925145701
"CTCFL","CTCFL","MA1102.2","1.20229",0.114565,0.857698,0.839568,0.0664541,20,"False",0.966644603626943,NA,NA,NA,NA,NA,NA,NA,NA
"Hic1","Hic1","MA0739.1","1.1947",0.116057,0.876046,0.864458,0.0366573,20,"False",0.966644603626943,NA,NA,NA,NA,NA,NA,NA,NA
"E2F2","E2F2","MA0864.2","1.18464",0.118023,0.767185,0.755513,0.0421106,20,"False",0.966644603626943,NA,NA,NA,NA,NA,NA,NA,NA
"SMAD2","SMAD2::SMAD3::SMAD4","MA0513.1","1.17536",0.119852,0.818252,0.806328,0.0494654,20,"False",0.966644603626943,9.95260767321379e-05,0.0746209655110175,NA,NA,NA,0.021921619243099,0.1337083695003,0.021921619243099
"SMAD3","SMAD2::SMAD3::SMAD4","MA0513.1","1.17536",0.119852,0.818252,0.806328,0.0494654,20,"False",0.966644603626943,0.0181139073446255,0.475780171454051,NA,NA,NA,0.971273583680408,0.661591783338844,0.971273583680408
"SMAD4","SMAD2::SMAD3::SMAD4","MA0513.1","1.17536",0.119852,0.818252,0.806328,0.0494654,20,"False",0.966644603626943,2.6143173958053e-06,0.000415163766704799,NA,NA,NA,0.987751854577839,0.881859982037229,0.987751854577839
"TFAP2C","TFAP2C","MA0524.2","1.1755",0.11987,0.866306,0.853662,0.0302182,20,"False",0.966644603626943,NA,NA,NA,NA,NA,NA,NA,NA
"GLIS2","GLIS2","MA0736.1","1.17262",0.120437,0.800202,0.7882,0.0345817,20,"False",0.966644603626943,0.0818894312497024,0.617361657347814,0.987229232062437,NA,-0.19636386581106,0.758648691210538,0.552538839505653,0.758648691210538
"INSM1","INSM1","MA0155.1","1.15764",0.123443,0.867861,0.857047,0.041154,20,"False",0.966644603626943,NA,NA,NA,NA,NA,NA,NA,NA
"TFAP2B","TFAP2B","MA0812.1","1.15083",0.124869,0.867507,0.853532,0.038079,20,"False",0.966644603626943,NA,NA,NA,NA,NA,NA,NA,NA
"TFDP1","TFDP1","MA1122.1","1.14303",0.126486,0.866556,0.849665,0.0420408,20,"False",0.966644603626943,0.0467095530159475,0.613466894354662,NA,NA,NA,0.261502758518537,0.0998171693916154,0.261502758518537
"POU6F2","POU6F2","MA0793.1","1.13896",0.127274,0.816536,0.799538,0.078486,20,"False",0.966644603626943,0.161922730655931,0.187104134249697,NA,NA,NA,0.132532991018451,0.492387313629739,0.132532991018451
"ZKSCAN5","ZKSCAN5","MA1652.1","1.12995",0.129172,0.834449,0.821351,0.0567752,20,"False",0.966644603626943,0.295331786908979,0.00592668115038846,0.361688097381747,0.362905106780193,1.09042455012363,0.484306763894514,0.901459321829965,0.484306763894514
"HNF4G","HNF4G","MA0484.2","1.12491",0.130227,0.798166,0.784884,0.0621081,20,"False",0.966644603626943,NA,NA,NA,NA,NA,NA,NA,NA
"MZF1","MZF1","MA0057.1","1.12132",0.131017,0.919612,0.909997,0.0366248,20,"False",0.966644603626943,3.19730234362617e-07,0.309330485981304,0.233837622423147,0.235339862494739,-0.844672610786633,0.254434911662061,0.224199455645028,0.254434911662061
"TFAP2A","TFAP2A","MA0810.1","1.12094",0.131129,0.886006,0.873406,0.0319359,20,"False",0.966644603626943,NA,NA,NA,NA,NA,NA,NA,NA
"RELA","RELA","MA0107.1","1.11585",0.132185,0.839533,0.826197,0.0510947,20,"False",0.966644603626943,0.316465272781695,0.858330496127523,NA,NA,NA,0.435719451263477,0.77821031152388,0.435719451263477
"NHLH2","NHLH2","MA1529.1","1.11435",0.132488,0.748346,0.736319,0.0527564,20,"False",0.966644603626943,NA,NA,NA,NA,NA,NA,NA,NA
"YY1","YY1","MA0095.2","1.11046",0.133298,0.811639,0.796807,0.0762216,20,"False",0.966644603626943,0.0472173512656153,0.109903419665039,NA,NA,NA,0.927367548052344,0.443098219003713,0.927367548052344
"KLF4","KLF4","MA0039.4","1.10894",0.133688,0.896717,0.879556,0.0540027,20,"False",0.966644603626943,NA,NA,NA,NA,NA,NA,NA,NA
"SOX18","SOX18","MA1563.1","1.07601",0.140899,0.927373,0.919466,0.032546,20,"False",0.966644603626943,NA,NA,NA,NA,NA,NA,NA,NA
"E2F7","E2F7","MA0758.1","1.06713",0.142897,0.703045,0.69133,0.0472559,20,"False",0.966644603626943,NA,NA,NA,NA,NA,NA,NA,NA
"Bach1","Bach1::Mafk","MA0591.1","1.05553",0.14554,0.776757,0.76653,0.0381091,20,"False",0.966644603626943,4.40432186755558e-22,3.16894407084567e-09,0.473774976683574,0.47566537304659,-0.297831441211631,0.128194605276988,0.433301648824744,0.128194605276988
"Mafk","Bach1::Mafk","MA0591.1","1.05553",0.14554,0.776757,0.76653,0.0381091,20,"False",0.966644603626943,1.98798132360433e-05,0.121120058769009,0.560525784570717,0.561534407478836,-0.308866349742546,0.703630311199723,0.685542612857607,0.703630311199723
"THAP1","THAP1","MA0597.1","1.04793",0.147288,0.928766,0.921664,0.0257663,20,"False",0.966644603626943,0.000296762029318599,0.260072000150699,0.824789086738708,0.82502095278136,-0.38741527796548,0.787073196740828,0.972640317709612,0.787073196740828
"KLF5","KLF5","MA0599.1","1.04683",0.147535,0.941916,0.92756,0.0552069,20,"False",0.966644603626943,NA,NA,NA,NA,NA,NA,NA,NA
"Tcf21","Tcf21","MA0832.1","1.04669",0.147584,0.749593,0.737949,0.0367415,20,"False",0.966644603626943,NA,NA,NA,NA,NA,NA,NA,NA
"TCF21","TCF21","MA1568.1","1.03882",0.149382,0.819349,0.810428,0.0377422,20,"False",0.966644603626943,NA,NA,NA,NA,NA,NA,NA,NA
"HEY2","HEY2","MA0649.1","1.01303",0.155441,0.827206,0.814695,0.0628071,20,"False",0.966644603626943,NA,NA,NA,NA,NA,NA,NA,NA
"YY2","YY2","MA0748.2","0.980829",0.163264,0.835586,0.821895,0.0671568,20,"False",0.966644603626943,NA,NA,NA,NA,NA,NA,NA,NA
"Nkx3-1","Nkx3-1","MA0124.2","0.970832",0.165739,0.843918,0.832362,0.0581159,20,"False",0.966644603626943,NA,NA,NA,NA,NA,NA,NA,NA
"SOHLH2","SOHLH2","MA1560.1","0.969387",0.166073,0.815233,0.802357,0.0756172,20,"False",0.966644603626943,NA,NA,NA,NA,NA,NA,NA,NA
"FIGLA","FIGLA","MA0820.1","0.968704",0.16629,0.874677,0.863992,0.0456708,20,"False",0.966644603626943,NA,NA,NA,NA,NA,NA,NA,NA
"RREB1","RREB1","MA0073.1","0.960892",0.168244,0.805744,0.795519,0.0455524,20,"False",0.966644603626943,NA,NA,NA,NA,NA,NA,NA,NA
"HAND2","HAND2","MA1638.1","0.959345",0.16862,0.876522,0.863946,0.0623463,20,"False",0.966644603626943,NA,NA,NA,NA,NA,NA,NA,NA
"SP4","SP4","MA0685.1","0.948874",0.171277,0.805035,0.791926,0.0621658,20,"False",0.966644603626943,0.00091696099579803,0.0899023015098918,NA,NA,NA,0.553031319078968,0.985242068935939,0.553031319078968
"TBX5","TBX5","MA0807.1","0.945851",0.172048,0.881612,0.87192,0.0458965,20,"False",0.966644603626943,NA,NA,NA,NA,NA,NA,NA,NA
"PAX9","PAX9","MA0781.1","0.93854",0.173936,0.730329,0.722568,0.0315979,20,"False",0.966644603626943,NA,NA,NA,NA,NA,NA,NA,NA
"HEY1","HEY1","MA0823.1","0.928298",0.176531,0.818664,0.805772,0.0761326,20,"False",0.966644603626943,NA,NA,NA,NA,NA,NA,NA,NA
"NR2C2","NR2C2","MA0504.1","0.91362",0.180422,0.831501,0.823751,0.0278728,20,"False",0.966644603626943,0.402056473031875,0.277010757371613,NA,NA,NA,0.114398968750216,0.431767702098037,0.114398968750216
"PROX1","PROX1","MA0794.1","0.911531",0.180956,0.767853,0.758873,0.0393619,20,"False",0.966644603626943,1.53592239867728e-07,0.000654979877494897,0.96738090388599,0.966183194578511,0.00126151599292175,0.647471390952648,0.94678650675931,0.647471390952648
"SP2","SP2","MA0516.2","0.90582",0.18246,0.800462,0.78945,0.0502046,20,"False",0.966644603626943,0.14624771027964,0.303469038840229,NA,NA,NA,0.985075302460173,0.936367154571206,0.985075302460173
"CLOCK","CLOCK","MA0819.1","0.905501",0.182552,0.817921,0.808379,0.040273,20,"False",0.966644603626943,2.98382363226557e-07,0.117714124778753,NA,NA,NA,0.134922863287464,0.440212303673612,0.134922863287464
"SP9","SP9","MA1564.1","0.88405",0.188285,0.878195,0.865208,0.0575127,20,"False",0.966644603626943,7.32924474384911e-10,0.00275317132415032,0.679008224708813,0.679372112688405,-0.210967358919731,0.372032564657556,0.54611810670305,0.372032564657556
"HIF1A","HIF1A","MA1106.1","0.880908",0.189116,0.845589,0.833935,0.0610684,20,"False",0.966644603626943,0.000302344691196479,0.00121092221392744,0.61652393386657,0.617317541563475,0.423643696333801,0.484306763894514,0.564965483098805,0.484306763894514
"NFIX","NFIX","MA0671.1","0.874907",0.190755,0.937299,0.93025,0.0339338,20,"False",0.966644603626943,0.00349890485800597,0.0807929562479081,NA,NA,NA,0.00212255099815035,0.00936829406664611,0.00212255099815035
"JUN","JUN::JUNB","MA1133.1","0.874268",0.190896,0.78141,0.770415,0.0674118,20,"False",0.966644603626943,8.243298215986e-07,0.034828872650036,0.694164762928851,0.694682526526075,-0.303755421619273,0.0244249520408038,0.287869680210983,0.0244249520408038
"JUNB","JUN::JUNB","MA1133.1","0.874268",0.190896,0.78141,0.770415,0.0674118,20,"False",0.966644603626943,0.675190526055226,0.351601298971008,NA,NA,NA,0.938704374647668,0.961898088388136,0.938704374647668
"Twist2","Twist2","MA0633.1","0.872618",0.19141,0.817786,0.805608,0.0383818,20,"False",0.966644603626943,NA,NA,NA,NA,NA,NA,NA,NA
"FERD3L","FERD3L","MA1485.1","0.865129",0.193423,0.779131,0.770135,0.0456933,20,"False",0.966644603626943,NA,NA,NA,NA,NA,NA,NA,NA
"NFIC","NFIC::TLX1","MA0119.1","0.859436",0.194999,0.748386,0.738771,0.0447637,20,"False",0.966644603626943,6.3523107465988e-09,1.22453231421673e-09,0.218152121388129,0.219580423746946,0.523380605246357,0.0232544941854471,0.523753198781806,0.0232544941854471
"TLX1","NFIC::TLX1","MA0119.1","0.859436",0.194999,0.748386,0.738771,0.0447637,20,"False",0.966644603626943,NA,NA,NA,NA,NA,NA,NA,NA
"ARNT","ARNT::HIF1A","MA0259.1","0.858195",0.19533,0.902153,0.890666,0.0595768,20,"False",0.966644603626943,0.0174937797992605,0.116806791524892,NA,NA,NA,0.652439793633765,0.744383070556009,0.652439793633765
"HIF1A","ARNT::HIF1A","MA0259.1","0.858195",0.19533,0.902153,0.890666,0.0595768,20,"False",0.966644603626943,0.000302344691196479,0.00121092221392744,0.61652393386657,0.617317541563475,0.423643696333801,0.484306763894514,0.564965483098805,0.484306763894514
"OSR2","OSR2","MA1646.1","0.857085",0.195643,0.848437,0.838609,0.0481429,20,"False",0.966644603626943,NA,NA,NA,NA,NA,NA,NA,NA
"CENPB","CENPB","MA0637.1","0.850083",0.197591,0.789755,0.78272,0.0321209,20,"False",0.966644603626943,3.27157912855731e-09,0.000564328840066553,0.883148430496944,0.883273393265773,-0.137749813406483,0.00307062785573352,0.190008692966558,0.00307062785573352
"NFIC","NFIC","MA1527.1","0.834519",0.201924,0.75277,0.743314,0.0535224,20,"False",0.966644603626943,6.3523107465988e-09,1.22453231421673e-09,0.218152121388129,0.219580423746946,0.523380605246357,0.0232544941854471,0.523753198781806,0.0232544941854471
"Creb3l2","Creb3l2","MA0608.1","0.831412",0.202779,0.841194,0.831136,0.0657591,20,"False",0.966644603626943,0.0158723034126972,0.206091571611561,NA,0.882434270648127,NA,0.898829011622573,0.705887891545886,0.898829011622573
"ZIC4","ZIC4","MA0751.1","0.830095",0.203197,0.814654,0.806296,0.0378588,20,"False",0.966644603626943,NA,NA,NA,NA,NA,NA,NA,NA
"TBX18","TBX18","MA1565.1","0.823472",0.205027,0.823698,0.815464,0.0547742,20,"False",0.966644603626943,NA,NA,NA,NA,NA,NA,NA,NA
"ZNF382","ZNF382","MA1594.1","0.818156",0.206541,0.686521,0.680435,0.0408218,20,"False",0.966644603626943,0.000273833183853151,0.743489746813911,NA,NA,NA,0.344212273338612,0.149386262691494,0.344212273338612
"NFIB","NFIB","MA1643.1","0.814505",0.207626,0.720158,0.711735,0.0419443,20,"False",0.966644603626943,0.053428458199218,0.112809332865001,NA,NA,NA,0.00739295557626464,0.100014517732003,0.00739295557626464
"NFATC2","NFATC2","MA0152.1","0.793693",0.213615,0.912842,0.903213,0.0586922,20,"False",0.966644603626943,NA,NA,NA,NA,NA,NA,NA,NA
"TFAP2E","TFAP2E","MA1569.1","0.791713",0.214221,0.887518,0.876258,0.0523687,20,"False",0.966644603626943,0.957860088784154,0.843546397076076,NA,NA,NA,0.383299289705684,0.249405103683996,0.383299289705684
"JDP2","JDP2","MA0656.1","0.764484",0.222224,0.749041,0.738511,0.0640262,20,"False",0.966644603626943,0.0115949704476004,0.378784087245361,NA,NA,NA,0.766617243445059,0.850080875160929,0.766617243445059
"SP1","SP1","MA0079.4","0.75549",0.224922,0.823374,0.812589,0.0612878,20,"False",0.966644603626943,0.000994485006887694,0.024800432107589,0.854719423344633,0.855329011820536,-0.155203394594898,0.441069173275815,0.748818357339388,0.441069173275815
"NEUROG1","NEUROG1","MA0623.2","0.752878",0.225728,0.800762,0.792074,0.0373935,20,"False",0.966644603626943,NA,NA,NA,NA,NA,NA,NA,NA
"ZNF740","ZNF740","MA0753.2","0.748192",0.22715,0.814524,0.803708,0.0369286,20,"False",0.966644603626943,0.0968876275054715,0.730481077452253,NA,NA,NA,0.548268878590269,0.542212727547952,0.548268878590269
"ZNF460","ZNF460","MA1596.1","0.739964",0.229599,0.789834,0.777914,0.0731441,20,"False",0.966644603626943,0.154296583740618,0.0170821400572209,0.285385838258403,0.285933651772624,1.04771434825597,0.974452230221434,0.545485029429376,0.974452230221434
"ARNT2","ARNT2","MA1464.1","0.734612",0.231188,0.814108,0.803892,0.0812054,20,"False",0.966644603626943,0.00354610784125982,1.38599278767853e-05,NA,NA,NA,0.670408312825888,0.208167241223543,0.670408312825888
"ZIC1","ZIC1","MA0696.1","0.734338",0.231328,0.782215,0.774242,0.0411502,20,"False",0.966644603626943,NA,NA,NA,NA,NA,NA,NA,NA
"NR2F1","NR2F1","MA0017.2","0.731044",0.232312,0.818245,0.809668,0.0543857,20,"False",0.966644603626943,5.0177386185504e-05,6.18123333230923e-05,0.479015588816396,0.481125180661059,0.315331805315562,0.806733688274543,0.883657240569642,0.806733688274543
"HES2","HES2","MA0616.2","0.729994",0.232619,0.817786,0.807232,0.0741846,20,"False",0.966644603626943,NA,NA,NA,NA,NA,NA,NA,NA
"SREBF2","SREBF2","MA0828.1","0.712691",0.237947,0.789773,0.780952,0.061311,20,"False",0.966644603626943,0.0400072292907096,0.857774172906381,NA,NA,NA,0.669729197103397,0.484769765369795,0.669729197103397
"Znf423","Znf423","MA0116.1","0.689923",0.245077,0.832908,0.826226,0.0376438,20,"False",0.966644603626943,0.655724731489992,0.420509944874368,NA,NA,NA,0.887644667905436,0.887143412338443,0.887644667905436
"Zic1","Zic1::Zic2","MA1628.1","0.689649",0.24517,0.877922,0.869542,0.0431048,20,"False",0.966644603626943,NA,NA,NA,NA,NA,NA,NA,NA
"Zic2","Zic1::Zic2","MA1628.1","0.689649",0.24517,0.877922,0.869542,0.0431048,20,"False",0.966644603626943,NA,NA,NA,NA,NA,NA,NA,NA
"NEUROG2","NEUROG2","MA1642.1","0.679217",0.248446,0.840148,0.832284,0.050229,20,"False",0.966644603626943,NA,NA,NA,NA,NA,NA,NA,NA
"TBX20","TBX20","MA0689.1","0.667563",0.252124,0.807288,0.800256,0.0569232,20,"False",0.966644603626943,NA,NA,NA,NA,NA,NA,NA,NA
"Smad4","Smad4","MA1153.1","0.664551",0.253113,0.864514,0.855839,0.0579187,20,"False",0.966644603626943,2.6143173958053e-06,0.000415163766704799,NA,NA,NA,0.987751854577839,0.881859982037229,0.987751854577839
"ZIC5","ZIC5","MA1584.1","0.655843",0.255928,0.781345,0.774101,0.0380235,20,"False",0.966644603626943,NA,NA,NA,NA,NA,NA,NA,NA
"ZFP57","ZFP57","MA1583.1","0.644007",0.259721,0.83023,0.822293,0.0595609,20,"False",0.966644603626943,NA,NA,NA,NA,NA,NA,NA,NA
"PLAG1","PLAG1","MA0163.1","0.641523",0.260533,0.807744,0.800424,0.0522094,20,"False",0.966644603626943,0.000145962360983419,0.216194480544597,0.445070220157088,0.446880309697702,-0.292216041701491,0.488992218027619,0.409479431732321,0.488992218027619
"VDR","VDR","MA0693.2","0.639893",0.261069,0.884386,0.876937,0.0501069,20,"False",0.966644603626943,NA,NA,NA,NA,NA,NA,NA,NA
"TBX15","TBX15","MA0803.1","0.635766",0.262401,0.842585,0.834836,0.0586664,20,"False",0.966644603626943,NA,NA,NA,NA,NA,NA,NA,NA
"GLI3","GLI3","MA1491.1","0.630326",0.264194,0.788934,0.782675,0.0405691,20,"False",0.966644603626943,2.69033080290231e-06,0.00173614989101563,0.80815213913201,0.807772677971579,0.115575982018272,0.000440466591032826,0.00731545434989457,0.000440466591032826
