NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
CRYGS	1	CRYGS	
POP4	1	POP4	
CGGBP1	1	CGGBP1	
ABT1	1	ABT1	
ALOX15B	1	ALOX15B	
PIM1	1	PIM1	
RPS27	1	RPS27	
CDH4	1	CDH4	
RPS6	1	RPS6	
RSPO4	1	RSPO4	
LRRTM3	1	LRRTM3	
SERP2	1	SERP2	
NCOA1	1	NCOA1	
CFAP206	1	CFAP206	
DAO	1	DAO	
MEG8	1	MEG8	
RNF169	1	RNF169	
ERC2-IT1	1	ERC2-IT1	
DPAGT1	1	DPAGT1	
PHF23	1	PHF23	
PSEN2	1	PSEN2	
EAF2	1	EAF2	
APOA1	1	APOA1	
DDIT3	1	DDIT3	
SRPX	1	SRPX	
CEP70	1	CEP70	
MATN1	1	MATN1	
CD74	1	CD74	
ZNF680	1	ZNF680	
BANP	1	BANP	
MRPS24	1	MRPS24	
SFT2D2	1	SFT2D2	
SCARB1	1	SCARB1	
TRAPPC5	1	TRAPPC5	
GRAMD2B	1	GRAMD2B	
RPL10A	1	RPL10A	
DCHS2	1	DCHS2	
PPP3CC	1	PPP3CC	
KCNK6	1	KCNK6	
DMRTC1B	1	DMRTC1B	
HSD11B1L	1	HSD11B1L	
CYP3A43	1	CYP3A43	
CEP44	1	CEP44	
HPN	1	HPN	
BANF1	1	BANF1	
PDE6B	1	PDE6B	
MICA	1	MICA	
ATP7B	1	ATP7B	
RPP21	1	RPP21	
SHPRH	1	SHPRH	
NSDHL	1	NSDHL	
FXYD1	1	FXYD1	
HRH1	1	HRH1	
FARS2	1	FARS2	
ZNF622	1	ZNF622	
POU2F1	1	POU2F1	
ZHX2	1	ZHX2	
RHOXF1	1	RHOXF1	
HINT1	1	HINT1	
GON7	1	GON7	
P3H2	1	P3H2	
BCAN	1	BCAN	
ADRA1D	1	ADRA1D	
TOX	1	TOX	
ZFP36L2	1	ZFP36L2	
ENHO	1	ENHO	
ADCY8	1	ADCY8	
PABIR1	1	FAM122A	
PRDM6	1	PRDM6	
MRO	1	MRO	
SRSF9	1	SRSF9	
ME3	1	ME3	
SLC25A25	1	SLC25A25	
SRF	1	SRF	
TAMALIN	1	GRASP	
AMH	1	AMH	
ZNF347	1	ZNF347	
ATOSA	1	FAM214A	
UMAD1	1	UMAD1	
UNC13B	1	UNC13B	
RGS5	1	RGS5	
SV2C	1	SV2C	
APOBEC4	1	APOBEC4	
TMEM107	1	TMEM107	
BAX	1	BAX	
NCSTN	1	NCSTN	
RPL8	1	RPL8	
MAP2K1	1	MAP2K1	
ADAM33	1	ADAM33	
KCNV2	1	KCNV2	
EXOC3	1	EXOC3	
NDUFAB1	1	NDUFAB1	
RPL38	1	RPL38	
PLA2G4A	1	PLA2G4A	
HLCS	1	HLCS	
NKAIN2	1	NKAIN2	
RBM20	1	RBM20	
LRRC8C-DT	1	LRRC8C-DT	
IL1RAPL1	1	IL1RAPL1	
AMPH	1	AMPH	
TSNARE1	1	TSNARE1	
MARK1	1	MARK1	
DENND1B	1	DENND1B	
NUDCD2	1	NUDCD2	
KCNIP4-IT1	1	KCNIP4-IT1	
SCIMP	1	SCIMP	
CHAC1	1	CHAC1	
LRFN5	1	LRFN5	
MBLAC1	1	MBLAC1	
ZNF426	1	ZNF426	
USP54	1	USP54	
HAS1	1	HAS1	
ARPP21	1	ARPP21	
FRAT1	1	FRAT1	
CALN1	1	CALN1	
SLC44A3	1	SLC44A3	
CHMP5	1	CHMP5	
ISLR	1	ISLR	
FBL	1	FBL	
MGAT4C	1	MGAT4C	
IRF3	1	IRF3	
MRPL28	1	MRPL28	
L3HYPDH	1	L3HYPDH	
N4BP2	1	N4BP2	
RAP2C	1	RAP2C	
TFIP11	1	TFIP11	
SNHG21	1	SNHG21	
GPR55	1	GPR55	
RAD52	1	RAD52	
RPS19BP1	1	RPS19BP1	
CHEK2	1	CHEK2	
PRXL2C	1	PRXL2C	
SYNPO2	1	SYNPO2	
RPL39	1	RPL39	
ETFB	1	ETFB	
CMTR2	1	CMTR2	
OCEL1	1	OCEL1	
KCNB2	1	KCNB2	
CPLX1	1	CPLX1	
PLGLB2	1	PLGLB2	
HMGCR	1	HMGCR	
SPRY1	1	SPRY1	
EPX	1	EPX	
NOP10	1	NOP10	
USP19	1	USP19	
MIS18BP1	1	MIS18BP1	
TMEM186	1	TMEM186	
WNT2B	1	WNT2B	
ZFP36L1	1	ZFP36L1	
KCTD4	1	KCTD4	
ABHD14B	1	ABHD14B	
MADCAM1	1	MADCAM1	
PPIF	1	PPIF	
ANKRD16	1	ANKRD16	
NDUFA13	1	NDUFA13	
DISC1FP1	1	DISC1FP1	
EGFR	1	EGFR	
NIP7	1	NIP7	
MRPL40	1	MRPL40	
RNF7	1	RNF7	
C6orf47	1	C6orf47	
P2RY12	1	P2RY12	
PIGW	1	PIGW	
ZCCHC8	1	ZCCHC8	
THAP10	1	THAP10	
RPS25	1	RPS25	
CA1	1	CA1	
RPS16	1	RPS16	
RNF217	1	RNF217	
STX10	1	STX10	
MCAM	1	MCAM	
DBNDD1	1	DBNDD1	
WNT5B	1	WNT5B	
CYB5R3	1	CYB5R3	
GPATCH3	1	GPATCH3	
HSPA12A	1	HSPA12A	
MSMO1	1	MSMO1	
DHCR7	1	DHCR7	
ARMC5	1	ARMC5	
NEGR1	1	NEGR1	
TAFA2	1	TAFA2	
CRISPLD1	1	CRISPLD1	
ZFAND2B	1	ZFAND2B	
CMPK2	1	CMPK2	
RPL34	1	RPL34	
C2orf50	1	C2orf50	
RAB4A	1	RAB4A	
AURKAIP1	1	AURKAIP1	
RPLP0	1	RPLP0	
C5orf34	1	C5orf34	
ZNF695	1	ZNF695	
GLIPR1L2	1	GLIPR1L2	
SYNC	1	SYNC	
SMAP1	1	SMAP1	
ARHGAP27	1	ARHGAP27	
CASC18	1	CASC18	
CC2D1B	1	CC2D1B	
WWC1	1	WWC1	
AQP9	1	AQP9	
SGCD	1	SGCD	
MEOX2	1	MEOX2	
NDUFB1	1	NDUFB1	
OXR1	1	OXR1	
RTN4RL2	1	RTN4RL2	
SNHG22	1	SNHG22	
ARFGAP2	1	ARFGAP2	
MRPL57	1	MRPL57	
NME1	1	NME1	
GJC2	1	GJC2	
CALCRL	1	CALCRL	
CENPJ	1	CENPJ	
C6orf163	1	C6orf163	
CRIM1-DT	1	CRIM1-DT	
VSTM4	1	VSTM4	
RFX5	1	RFX5	
DOLK	1	DOLK	
ABCB1	1	ABCB1	
FES	1	FES	
NAA80	1	NAA80	
NME9	1	NME9	
UQCRQ	1	UQCRQ	
RPL36A	1	RPL36A	
CADM2	1	CADM2	
MCU	1	MCU	
TRPC6	1	TRPC6	
HSPA8	1	HSPA8	
TTC14	1	TTC14	
BBLN	1	C9orf16	
HMGCS1	1	HMGCS1	
UPP2	1	UPP2	
AP3B1	1	AP3B1	
CYP51A1	1	CYP51A1	
RAB40A	1	RAB40A	
TMEM18	1	TMEM18	
YBX3	1	YBX3	
HMBOX1	1	HMBOX1	
CHPF	1	CHPF	
MCOLN1	1	MCOLN1	
CHRM2	1	CHRM2	
LDHB	1	LDHB	
TM7SF2	1	TM7SF2	
PCDHB16	1	PCDHB16	
PLOD2	1	PLOD2	
TOMM7	1	TOMM7	
PAM16	1	PAM16	
FAM163B	1	FAM163B	
RPS4Y1	1	RPS4Y1	
ESS2	1	ESS2	
SMAD1	1	SMAD1	
SLCO5A1	1	SLCO5A1	
LRTOMT	1	LRTOMT	
SHOC1	1	SHOC1	
ZNF592	1	ZNF592	
RPL19	1	RPL19	
COX6B1	1	COX6B1	
GRM3	1	GRM3	
LRRC14	1	LRRC14	
MRPL12	1	MRPL12	
CCDC171	1	CCDC171	
GALNT3	1	GALNT3	
RRM2	1	RRM2	
F12	1	F12	
CIAO2B	1	CIAO2B	
TMEM109	1	TMEM109	
TDRG1	1	TDRG1	
TBC1D8B	1	TBC1D8B	
HSPB3	1	HSPB3	
ZNF726	1	ZNF726	
AGBL1	1	AGBL1	
CRLF3	1	CRLF3	
LYRM4	1	LYRM4	
MSL1	1	MSL1	
GFRA1	1	GFRA1	
RUNX1	1	RUNX1	
SOX15	1	SOX15	
LEKR1	1	LEKR1	
MZT2B	1	MZT2B	
DCXR	1	DCXR	
PVT1	1	PVT1	
SLC28A2	1	SLC28A2	
FBXW12	1	FBXW12	
EDA	1	EDA	
RHBDL3	1	RHBDL3	
MYO1E	1	MYO1E	
XRN1	1	XRN1	
DGCR5	1	DGCR10	
INO80B	1	INO80B	
GPS2	1	GPS2	
SOWAHB	1	SOWAHB	
NSUN7	1	NSUN7	
NDE1	1	NDE1	
CBLB	1	CBLB	
MICOS13	1	MICOS13	
SORBS1	1	SORBS1	
TUSC1	1	TUSC1	
YAP1	1	YAP1	
COLEC11	1	COLEC11	
CDH6	1	CDH6	
TMEM201	1	TMEM201	
ATP13A5	1	ATP13A5	
MNAT1	1	MNAT1	
SPESP1	1	SPESP1	
ZFP92	1	ZFP92	
HAUS5	1	HAUS5	
RPS13	1	RPS13	
CLXN	1	EFCAB1	
CHD7	1	CHD7	
PLXNB1	1	PLXNB1	
NDUFB10	1	NDUFB10	
TIMM8A	1	TIMM8A	
FREM1	1	FREM1	
PTPRO	1	PTPRO	
FAM50B	1	FAM50B	
SEC61G	1	SEC61G	
COPG1	1	COPG1	
CERS6	1	CERS6	
DENND1A	1	DENND1A	
GLMP	1	GLMP	
METTL25	1	METTL25	
DNAJC1	1	DNAJC1	
ATOSB	1	FAM214B	
RPL37A	1	RPL37A	
TMEM108	1	TMEM108	
NUP210L	1	NUP210L	
CPSF1	1	CPSF1	
VAMP1	1	VAMP1	
PCYT2	1	PCYT2	
GRWD1	1	GRWD1	
PSMD12	1	PSMD12	
UBR7	1	UBR7	
RPL9	1	RPL9	
NDUFB3	1	NDUFB3	
FKBP5	1	FKBP5	
CYP4F26P	1	CYP4F26P	
SLC43A1	1	SLC43A1	
RPH3AL	1	RPH3AL	
BRIP1	1	BRIP1	
ANKRD20A4P	1	ANKRD20A4	
EPHX2	1	EPHX2	
ARRB2	1	ARRB2	
DDRGK1	1	DDRGK1	
ZCCHC4	1	ZCCHC4	
RNF166	1	RNF166	
LENG9	1	LENG9	
AK9	1	AK9	
CYP39A1	1	CYP39A1	
PRR16	1	PRR16	
STIMATE	1	STIMATE	
SLC44A5	1	SLC44A5	
HARBI1	1	HARBI1	
PIPOX	1	PIPOX	
C9orf153	1	C9orf153	
B3GALT5	1	B3GALT5	
ACSM6	1	ACSM6	
LVRN	1	LVRN	
PIERCE1	1	C9orf116	
GDF7	1	GDF7	
RFX3	1	RFX3	
COL28A1	1	COL28A1	
KLF5	1	KLF5	
TNFSF13B	1	TNFSF13B	
ITFG2	1	ITFG2	
KEAP1	1	KEAP1	
TCIM	1	TCIM	
RPS8	1	RPS8	
C5AR1	1	C5AR1	
PARP16	1	PARP16	
CYTH3	1	CYTH3	
RPL32	1	RPL32	
SLC9B1	1	SLC9B1	
TMED4	1	TMED4	
SNHG4	1	SNHG4	
GTF2A2	1	GTF2A2	
NDUFA1	1	NDUFA1	
KLHDC9	1	KLHDC9	
IL15	1	IL15	
TICAM2	1	TICAM2	
TMIE	1	TMIE	
CPNE4	1	CPNE4	
GRB14	1	GRB14	
SPRY4	1	SPRY4	
SLCO4C1	1	SLCO4C1	
HDAC10	1	HDAC10	
MYOZ3	1	MYOZ3	
RAD23A	1	RAD23A	
CCDC26	1	CCDC26	
NAT16	1	NAT16	
DTYMK	1	DTYMK	
PPIB	1	PPIB	
CCDC113	1	CCDC113	
SURF1	1	SURF1	
GUK1	1	GUK1	
ZPBP	1	ZPBP	
ASAP1-IT2	1	ASAP1-IT2	
KCNH4	1	KCNH4	
MCAT	1	MCAT	
CYBC1	1	CYBC1	
NEDD8	1	NEDD8	
CAMKK1	1	CAMKK1	
IRF2	1	IRF2	
BCLAF3	1	BCLAF3	
CDK2AP2	1	CDK2AP2	
HCP5	1	HCP5	
IRAK1BP1	1	IRAK1BP1	
SLC35F2	1	SLC35F2	
SERPINB1	1	SERPINB1	
LYSMD1	1	LYSMD1	
ETFBKMT	1	ETFBKMT	
MYBBP1A	1	MYBBP1A	
MDGA1	1	MDGA1	
NNAT	1	NNAT	
RGS19	1	RGS19	
AARS2	1	AARS2	
ATP4A	1	ATP4A	
ANKRD20A1	1	ANKRD20A1	
FITM2	1	FITM2	
FKBP9	1	FKBP9	
NINJ1	1	NINJ1	
BLOC1S1	1	BLOC1S1	
ABCB7	1	ABCB7	
PTPMT1	1	PTPMT1	
ATG2A	1	ATG2A	
ARHGAP28	1	ARHGAP28	
NDUFB2	1	NDUFB2	
DNAJC5G	1	DNAJC5G	
DAPK1-IT1	1	DAPK1-IT1	
LRP8	1	LRP8	
AP5B1	1	AP5B1	
OMG	1	OMG	
ALKBH4	1	ALKBH4	
TBCK	1	TBCK	
FGF5	1	FGF5	
NPTX2	1	NPTX2	
PHKG1	1	PHKG1	
GAB1	1	GAB1	
NDUFS8	1	NDUFS8	
NDUFA6	1	NDUFA6	
PRIM1	1	PRIM1	
SLC7A11	1	SLC7A11	
NEAT1	1	NEAT1	
DGAT2	1	DGAT2	
AMER1	1	AMER1	
LUZP2	1	LUZP2	
RNF180	1	RNF180	
UTP3	1	UTP3	
PPIL1	1	PPIL1	
TRIM67	1	TRIM67	
SEMA3C	1	SEMA3C	
LRFN2	1	LRFN2	
SNAPIN	1	SNAPIN	
CORO1B	1	CORO1B	
CYB5R4	1	CYB5R4	
SLC10A1	1	SLC10A1	
ZNF345	1	ZNF345	
DALRD3	1	DALRD3	
MANEAL	1	MANEAL	
MDFIC	1	MDFIC	
TAF10	1	TAF10	
ATG9A	1	ATG9A	
SPDYE1	1	SPDYE1	
CDH12	1	CDH12	
TNIP1	1	TNIP1	
KANK4	1	KANK4	
C8orf33	1	C8orf33	
TAFA1	1	TAFA1	
PPARGC1B	1	PPARGC1B	
KAT5	1	KAT5	
NBEAL1	1	NBEAL1	
RPL12	1	RPL12	
C12orf75	1	C12orf75	
WARS1	1	WARS	
SYNE2	1	SYNE2	
RPAP1	1	RPAP1	
TMTC2	1	TMTC2	
METTL26	1	METTL26	
IL17RE	1	IL17RE	
ZNF800	1	ZNF800	
ADAM32	1	ADAM32	
PUS10	1	PUS10	
PSMD7	1	PSMD7	
COL23A1	1	COL23A1	
RPUSD1	1	RPUSD1	
REP15	1	REP15	
CBLL1	1	CBLL1	
SPDYE21	1	SPDYE21P	
PPP1R35	1	PPP1R35	
C1orf162	1	C1orf162	
FAM66C	1	FAM66C	
SLC2A1	1	SLC2A1	
SH3BGR	1	SH3BGR	
SLC25A10	1	SLC25A10	
PRELID1	1	PRELID1	
BAZ2B	1	BAZ2B	
TMEM135	1	TMEM135	
TCF20	1	TCF20	
PLCL1	1	PLCL1	
SYT12	1	SYT12	
POLM	1	POLM	
INAFM1	1	INAFM1	
PPA2	1	PPA2	
SLIRP	1	SLIRP	
ZFC3H1	1	ZFC3H1	
MGMT	1	MGMT	
NME2	1	NME2	
FGF10	1	FGF10	
HDAC9	1	HDAC9	
CNTNAP3B	1	CNTNAP3B	
PLEKHJ1	1	PLEKHJ1	
NYAP2	1	NYAP2	
SNHG8	1	SNHG8	
LIN7B	1	LIN7B	
CWC27	1	CWC27	
ADGRL3	1	ADGRL3	
ABCA6	1	ABCA6	
EIF2B5	1	EIF2B5	
ETV3	1	ETV3	
CA8	1	CA8	
ASPHD1	1	ASPHD1	
GACAT2	1	GACAT2	
SMC2	1	SMC2	
LSR	1	LSR	
RPS3A	1	RPS3A	
MFAP3L	1	MFAP3L	
MICOS10	1	MICOS10	
TRIM24	1	TRIM24	
RASAL2	1	RASAL2	
ALDH8A1	1	ALDH8A1	
RALGPS2	1	RALGPS2	
FBXO15	1	FBXO15	
BID	1	BID	
NACA	1	NACA	
SLC22A18AS	1	SLC22A18AS	
VSIG1	1	VSIG1	
LKAAEAR1	1	LKAAEAR1	
KIAA0825	1	KIAA0825	
DNAH12	1	DNAH12	
C8orf82	1	C8orf82	
TH2LCRR	1	TH2LCRR	
FAM193B	1	FAM193B	
OR3A2	1	OR3A2	
POMP	1	POMP	
COLEC10	1	COLEC10	
FLNB	1	FLNB	
CCDC144A	1	CCDC144A	
ATP5PD	1	ATP5PD	
RPL21	1	RPL21	
SHTN1	1	SHTN1	
RPS26	1	RPS26	
FILIP1L	1	FILIP1L	
MRPL34	1	MRPL34	
PLSCR1	1	PLSCR1	
SDSL	1	SDSL	
RPL35A	1	RPL35A	
EMX1	1	EMX1	
CDKAL1	1	CDKAL1	
MAGIX	1	MAGIX	
HS3ST2	1	HS3ST2	
ZNF486	1	ZNF486	
GARIN1A	1	FAM71F2	
RYR3	1	RYR3	
SLIT3	1	SLIT3	
RPL17	1	RPL17	
PPP1R36	1	PPP1R36	
PAXX	1	PAXX	
HYAL3	1	HYAL3	
AFF2	1	AFF2	
HYMAI	1	HYMAI	
TANK	1	TANK	
TIMM10B	1	TIMM10B	
INTS4	1	INTS4	
TFPT	1	TFPT	
RPL29	1	RPL29	
RNF181	1	RNF181	
TIMM8B	1	TIMM8B	
TRA2A	1	TRA2A	
ANTXR2	1	ANTXR2	
CDK20	1	CDK20	
RPL10	1	RPL10	
STX4	1	STX4	
ARAP2	1	ARAP2	
ABCD2	1	ABCD2	
CEL	1	CEL	
HR	1	HR	
FIS1	1	FIS1	
GATAD2A	1	GATAD2A	
FRMPD2	1	FRMPD2	
CCNE2	1	CCNE2	
RARRES1	1	RARRES1	
TRPT1	1	TRPT1	
COX7A1	1	COX7A1	
DRICH1	1	DRICH1	
SLC9C1	1	SLC9C1	
AMMECR1	1	AMMECR1	
CCDC74B	1	CCDC74B	
SFMBT2	1	SFMBT2	
TCEA2	1	TCEA2	
ENPP6	1	ENPP6	
ZNF605	1	ZNF605	
TOX3	1	TOX3	
HIBCH	1	HIBCH	
LRRTM1	1	LRRTM1	
C12orf57	1	C12orf57	
TRPC4	1	TRPC4	
CLHC1	1	CLHC1	
LRP5L	1	LRP5L	
ANKRD9	1	ANKRD9	
TRMT61A	1	TRMT61A	
DNAI4	1	WDR78	
COLQ	1	COLQ	
RAB8A	1	RAB8A	
EFCAB12	1	EFCAB12	
PIM3	1	PIM3	
GALNT1	1	GALNT1	
FAM43B	1	FAM43B	
LCOR	1	LCOR	
RPL35	1	RPL35	
INSYN1	1	INSYN1	
GAS1	1	GAS1	
RPGR	1	RPGR	
TEX22	1	TEX22	
FABP3	1	FABP3	
ZNF804A	1	ZNF804A	
SLIT2	1	SLIT2	
GRM1	1	GRM1	
TUNAR	1	TUNAR	
SBK1	1	SBK1	
KLRG1	1	KLRG1	
GFER	1	GFER	
CFAP57	1	CFAP57	
ARHGEF26	1	ARHGEF26	
COX4I1	1	COX4I1	
GPR68	1	GPR68	
OSBPL3	1	OSBPL3	
CIB1	1	CIB1	
RELL1	1	RELL1	
MED11	1	MED11	
PLCB2	1	PLCB2	
ESYT1	1	ESYT1	
ACAD10	1	ACAD10	
BOLA1	1	BOLA1	
KHDRBS3	1	KHDRBS3	
MORN2	1	MORN2	
DDX3Y	1	DDX3Y	
NXPH1	1	NXPH1	
WIPF3	1	WIPF3	
FRMPD3	1	FRMPD3	
PDE1A	1	PDE1A	
OXTR	1	OXTR	
PCDH1	1	PCDH1	
ZNF213	1	ZNF213	
IFT52	1	IFT52	
SCN4B	1	SCN4B	
FADD	1	FADD	
CHMP2A	1	CHMP2A	
CPO	1	CPO	
ACTL6A	1	ACTL6A	
ISG15	1	ISG15	
ADAP2	1	ADAP2	
ZBED1	1	ZBED1	
ROBO1	1	ROBO1	
PMVK	1	PMVK	
WWC2	1	WWC2	
TRIM17	1	TRIM17	
GRIA1	1	GRIA1	
BARD1	1	BARD1	
KCNIP3	1	KCNIP3	
GSS	1	GSS	
THEM6	1	THEM6	
MATN4	1	MATN4	
USP47	1	USP47	
PRKD2	1	PRKD2	
NRXN3	1	NRXN3	
DLEU2L	1	DLEU2L	
THAP7	1	THAP7	
NDUFA12	1	NDUFA12	
PLA2G6	1	PLA2G6	
PHF24	1	PHF24	
RPL14	1	RPL14	
NPY5R	1	NPY5R	
CDPF1	1	CDPF1	
SLX4IP	1	SLX4IP	
CDH11	1	CDH11	
SEM1	1	SEM1	
ZNG1F	1	CBWD6	
CCDC61	1	CCDC61	
MYG1	1	C12orf10	
NUP50-DT	1	NUP50-DT	
ELOB	1	ELOB	
TMEM14C	1	TMEM14C	
IDH3B	1	IDH3B	
RAB24	1	RAB24	
LSM4	1	LSM4	
SMCO2	1	SMCO2	
GCAT	1	GCAT	
LENG1	1	LENG1	
RAB27A	1	RAB27A	
ANXA6	1	ANXA6	
LRP4	1	LRP4	
HBA1	1	HBA1	
MRPL37	1	MRPL37	
ZNF83	1	ZNF83	
TIMM17B	1	TIMM17B	
UQCRFS1	1	UQCRFS1	
DRC1	1	DRC1	
DEXI	1	DEXI	
PRADC1	1	PRADC1	
PRMT3	1	PRMT3	
AEBP2	1	AEBP2	
SNRNP48	1	SNRNP48	
POC1A	1	POC1A	
ARLNC1	1	ARLNC1	
SPDYA	1	SPDYA	
SAXO2	1	SAXO2	
RPL26L1	1	RPL26L1	
SH3RF1	1	SH3RF1	
RPS5	1	RPS5	
CAPN1	1	CAPN1	
ZNF665	1	ZNF665	
NENF	1	NENF	
TRIM22	1	TRIM22	
TSTD1	1	TSTD1	
NDUFV1	1	NDUFV1	
COL5A3	1	COL5A3	
SF3B6	1	SF3B6	
EXOSC8	1	EXOSC8	
ADAMTS16	1	ADAMTS16	
KANK1	1	KANK1	
SPEF1	1	SPEF1	
TGM1	1	TGM1	
WNT8A	1	WNT8A	
CRELD2	1	CRELD2	
LIN7A	1	LIN7A	
HILPDA	1	HILPDA	
FN1	1	FN1	
TRPM3	1	TRPM3	
COQ10A	1	COQ10A	
TMC4	1	TMC4	
ECT2L	1	ECT2L	
ZNF302	1	ZNF302	
IKZF2	1	IKZF2	
OLFM2	1	OLFM2	
FTH1	1	FTH1	
FANCI	1	FANCI	
RPL18A	1	RPL18A	
PVALB	1	PVALB	
PKNOX1	1	PKNOX1	
CFAP276	1	C1orf194	
RBM14	1	RBM14	
DPH6-DT	1	DPH6-DT	
TRAM2	1	TRAM2	
RPS21	1	RPS21	
DENND2B	1	ST5	
CLN5	1	CLN5	
MAN2A1	1	MAN2A1	
UNC119B	1	UNC119B	
MKNK1	1	MKNK1	
AP1S3	1	AP1S3	
EEF1B2	1	EEF1B2	
GPAA1	1	GPAA1	
CD96	1	CD96	
TRIM68	1	TRIM68	
C17orf78	1	C17orf78	
CENPB	1	CENPB	
CWC15	1	CWC15	
OPCML-IT1	1	OPCML-IT1	
NIM1K	1	NIM1K	
MRPS34	1	MRPS34	
ZNG1A	1	CBWD1	
KCNJ13	1	KCNJ13	
ETV1	1	ETV1	
NME3	1	NME3	
COA5	1	COA5	
ARMCX6	1	ARMCX6	
CFAP100	1	CFAP100	
MRPL21	1	MRPL21	
GASK1B	1	GASK1B	
CADM4	1	CADM4	
RPL7A	1	RPL7A	
C9orf85	1	C9orf85	
CHCHD3	1	CHCHD3	
VEGFA	1	VEGFA	
RAPGEF2	1	RAPGEF2	
SNCG	1	SNCG	
TEX48	1	TEX48	
NKAIN3	1	NKAIN3	
LSM7	1	LSM7	
TMEM244	1	TMEM244	
CD36	1	CD36	
OCA2	1	OCA2	
RELB	1	RELB	
STUM	1	STUM	
ACTR1B	1	ACTR1B	
MSX1	1	MSX1	
RWDD2A	1	RWDD2A	
PFAS	1	PFAS	
RHD	1	RHD	
CHID1	1	CHID1	
SLC46A3	1	SLC46A3	
PREX2	1	PREX2	
ABHD13	1	ABHD13	
PATZ1	1	PATZ1	
MAVS	1	MAVS	
MGAM	1	MGAM	
RALB	1	RALB	
MOB3B	1	MOB3B	
UVSSA	1	UVSSA	
TIMM22	1	TIMM22	
ZFPL1	1	ZFPL1	
ZNF652	1	ZNF652	
SLC49A4	1	SLC49A4	
PRC1	1	PRC1	
RAB11A	1	RAB11A	
ELOVL5	1	ELOVL5	
RANBP1	1	RANBP1	
SLC25A15	1	SLC25A15	
CARMIL3	1	CARMIL3	
DNAAF11	1	LRRC6	
ARMT1	1	ARMT1	
SNAI3	1	SNAI3	
EMC9	1	EMC9	
EXOSC4	1	EXOSC4	
FUT2	1	FUT2	
PIK3CA	1	PIK3CA	
COPS9	1	COPS9	
GPR108	1	GPR108	
CHIC2	1	CHIC2	
RPS6KA5	1	RPS6KA5	
NBPF14	1	NBPF14	
RDH12	1	RDH12	
HSDL2-AS1	1	C9orf147	
PREB	1	PREB	
SNHG7	1	SNHG7	
C1orf53	1	C1orf53	
CORIN	1	CORIN	
SQLE	1	SQLE	
NOP16	1	NOP16	
EIF2S2	1	EIF2S2	
TMEM232	1	TMEM232	
TEX15	1	TEX15	
IGSF6	1	IGSF6	
FLRT1	1	FLRT1	
PRPF8	1	PRPF8	
RAI2	1	RAI2	
COX11	1	COX11	
SERPINE2	1	SERPINE2	
MRGBP	1	MRGBP	
NCOA2	1	NCOA2	
RND2	1	RND2	
ZNF471	1	ZNF471	
MIDN	1	MIDN	
TARBP2	1	TARBP2	
ZNF638	1	ZNF638	
PNPLA5	1	PNPLA5	
MRPL51	1	MRPL51	
TIMM10	1	TIMM10	
TPBGL	1	TPBGL	
PRKAB2	1	PRKAB2	
DNAJC3-DT	1	DNAJC3-DT	
ELOVL7	1	ELOVL7	
SCAND1	1	SCAND1	
PLXDC2	1	PLXDC2	
INTS9	1	INTS9	
HSD17B12	1	HSD17B12	
RPL36AL	1	RPL36AL	
ZNF629	1	ZNF629	
VAV3	1	VAV3	
BTBD9	1	BTBD9	
RPP25	1	RPP25	
SPAG7	1	SPAG7	
DENND2A	1	DENND2A	
CCDC62	1	CCDC62	
CIDEA	1	CIDEA	
HAAO	1	HAAO	
SNRPB	1	SNRPB	
GKAP1	1	GKAP1	
MROH6	1	MROH6	
ARHGAP15	1	ARHGAP15	
IFT74	1	IFT74	
CNPPD1	1	CNPPD1	
ENDOG	1	ENDOG	
STXBP4	1	STXBP4	
GPATCH4	1	GPATCH4	
PCDHB13	1	PCDHB13	
ZBTB8A	1	ZBTB8A	
RPSA	1	RPSA	
PPP1R14B	1	PPP1R14B	
RPS7	1	RPS7	
SLC9A2	1	SLC9A2	
DENND4A	1	DENND4A	
SSR4	1	SSR4	
GNRH1	1	GNRH1	
BCL2L2-PABPN1	1	BCL2L2-PABPN1	
IFIT5	1	IFIT5	
MIATNB	1	MIATNB	
GUCY1A1	1	GUCY1A1	
HYAL2	1	HYAL2	
IQUB	1	IQUB	
ITGAE	1	ITGAE	
OTOA	1	OTOA	
PLK5	1	PLK5	
TCAP	1	TCAP	
TET3	1	TET3	
RPL6	1	RPL6	
TRAM1L1	1	TRAM1L1	
TMEM126B	1	TMEM126B	
SNX31	1	SNX31	
TMEM121B	1	TMEM121B	
MERTK	1	MERTK	
GBE1	1	GBE1	
CCDC124	1	CCDC124	
SNTG2	1	SNTG2	
RAMAC	1	RAMAC	
KDM6A	1	KDM6A	
NIFK	1	NIFK	
SHC3	1	SHC3	
TFEB	1	TFEB	
TRAF3IP2	1	TRAF3IP2	
ZFAS1	1	ZFAS1	
MAP1LC3A	1	MAP1LC3A	
ROS1	1	ROS1	
ZNHIT2	1	ZNHIT2	
IQCA1	1	IQCA1	
PSKH1	1	PSKH1	
SYCP3	1	SYCP3	
NECAB2	1	NECAB2	
WBP4	1	WBP4	
TUSC2	1	TUSC2	
CBARP	1	CBARP	
IGFBP6	1	IGFBP6	
YWHAH-AS1	1	C22orf24	
CUZD1	1	CUZD1	
GTF2H5	1	GTF2H5	
TMEM54	1	TMEM54	
FAM200C	1	ZBED8	
KLHL14	1	KLHL14	
KCNA1	1	KCNA1	
