"Symbol","Uniprot","p_mesor","mesor_CTL","mesor_AD","BHQ","Bonf"
"SNX30","Q5VWJ9","0.0577164737371156","17399.9700707528","17104.3004873104",0.257060886568025,1
"TGFBRAP1","Q8WUH2","0.0527699249332342","14409.6432555729","14270.0071240129",0.24515112570053,1
"HMGCS1","Q01581","0.000214769829027775","17858.7118505538","16000.6082263358",0.0145931429915046,1
"EIF2AK2","P19525","0.964740641281497","17871.4952125718","17828.6596916208",0.985726184257694,1
"SNX17","Q15036","0.00349088213613678","6723.14379480346","6966.74800257322",0.0674594325974743,1
"CDH10","Q9Y6N8","0.106868343807888","13052.9305624141","12771.8560073076",0.341468957169234,1
"OCIAD1","Q9NX40","0.781840481261747","18088.1176627696","18043.0793815612",0.906693606497372,1
"DENND1A","Q8TEH3","0.327721795194321","8992.14522159763","8945.14788485188",0.586805249231995,1
"ERAP1","Q9NZ08","0.114910294813392","9366.03605192306","8953.9695966227",0.353423099748525,1
"STK38L","Q9Y2H1","0.478257131807982","14144.2717891827","14314.726981296",0.717228897712055,1
"NECAB2","Q7Z6G3","0.0484303582984214","15463.0310722587","14606.0172460576",0.235345037154145,1
"API5","Q9BZZ5","0.258969848928236","14066.7982394666","14485.5909704195",0.520356215897961,1
"OSBPL2","Q9H1P3","0.852636166655873","7943.39767943271","7956.15161155425",0.93864454864032,1
"KPNA1","P52294","0.76671094032515","6312.83651229871","6323.86972350574",0.897808974629211,1
"KPNA3","O00505","0.567820858405965","14983.9798701792","14873.1136498764",0.783567393634772,1
"GNB5","O14775","0.00357884092841609","31936.9050364127","30884.6403252091",0.0682074707674227,1
"LZTS3","O60299","0.0335050275543351","11616.8944709413","11381.1723131925",0.199548997949371,1
"CNN3","Q15417","0.62941604382667","16872.5320041173","16676.0641349889",0.821352198807882,1
"ENDOD1","O94919","0.924644756139473","15538.0853649194","15502.5942988089",0.967730771177802,1
"GPX1","P07203","0.742510149017982","26388.8495941038","26454.4046842566",0.887675219064531,1
"DNAJB1","P25685","0.462868267058911","30435.8515483729","30779.6385321033",0.703257367061701,1
"LPP","Q93052","0.474674151324988","5536.72809976082","5448.70362974129",0.713975710963129,1
"AUH","Q13825","0.408789575748933","41030.878922906","40621.8360073393",0.656889024364657,1
"OSBP2","Q969R2","0.650542701580026","4727.32206453218","4744.72543935675",0.833574105004506,1
"MARK4","Q96L34","0.108881152899826","7359.28092818565","7238.36017780841",0.344708289562409,1
"ROBO1","Q9Y6N7","0.390078176566247","4774.70571400212","4728.30745113911",0.641699130881822,1
"MTR","Q99707","0.174150603387111","3168.61041273721","3082.55657612117",0.428197864967554,1
"SPIRE1","Q08AE8","0.00201167344742348","9754.19693898131","9981.22635517723",0.0510153122686337,1
"FNBP1","Q96RU3","0.828949300052349","10541.1290147116","10514.1509887528",0.927135367051311,1
"COX5A","P20674","0.748108672166746","52863.3547213914","52595.2570216055",0.889942826425221,1
"POTEF","A5A3E0","0.27120027864625","372.028485694393","437.492587639461",0.531517175154702,1
"SNX6","Q9UNH7","0.327432094940067","21339.4824777716","21134.3690052417",0.58668983945464,1
"CLINT1","Q14677","0.165624250322616","17612.8390619903","17437.3999157807",0.417537787051273,1
"GGT7","Q9UJ14","0.920616151902007","12466.7280360715","12491.279015193",0.966245078705478,1
"MRVI1","Q9Y6F6","0.377264137360521","8184.09794777703","8385.08412447443",0.632109557639759,1
"LRIG1","Q96JA1","0.908922712482111","4800.58421764708","4770.36079309363",0.962693989887961,1
"PPM1F","P49593","0.419800216392047","9310.29194625304","9246.16008678533",0.668361632210158,1
"RANBP3","Q9H6Z4","0.00124570934034","6559.3249817882","6804.93909578408",0.0394087967020921,1
"RNF123","Q5XPI4","0.113494776969542","7483.72017930038","7390.23878153116",0.352098063802855,1
"EIF3I","Q13347","0.816796190946914","11727.3505034993","11688.941302662",0.921253029231601,1
"TPPP3","Q9BW30","0.331782121322457","46273.0168889968","44609.6148692979",0.590263806395262,1
"PRPF19","Q9UMS4","0.182189685103576","20612.6065159063","20234.6118819795",0.436480530345409,1
"DSP","P15924","0.0248222587422549","1538.00237885978","1174.1510282456",0.172870882185365,1
"SNCB","Q16143","0.0903405391705239","28137.1615245482","29725.9966300261",0.317696207506064,1
"CLCN6","P51797","0.756721827539544","6105.45569797638","6115.13640553714",0.893611056429499,1
"PRKAA2","P54646","0.524795033047244","5790.14425313983","5832.17178184813",0.75339856480455,1
"STK32C","Q86UX6","0.444735277936251","16995.2440224714","17214.4244824853",0.687768682386078,1
"GRSF1","Q12849","0.579446942863248","7702.67574230295","7760.81156037119",0.790672021295083,1
"GC","P02774","0.923386656402757","11916.7107881688","11849.4476157977",0.967333869571141,1
"GEMIN5","Q8TEQ6","0.678334789530335","5026.96735530152","5008.44483711875",0.851897789358733,1
"STRBP","Q96SI9","0.7683338366821","7117.01888768932","7156.00012314497",0.899292818374658,1
"USP19","O94966","0.91375027876086","4059.16513138731","4067.83599585184",0.964395426442117,1
"COPS6","Q7L5N1","0.185791400484018","16966.3765660553","16810.5120079409",0.441671433946491,1
"GMFB","P60983","0.760328201379485","22002.8600463581","21908.014461668",0.895568972803632,1
"INPP4B","O15327","0.160787001641727","4349.32384583816","4399.84765607372",0.41245770939685,1
"RGN","Q15493","0.790303965144317","16360.4932052881","16259.3553777812",0.910831148029158,1
"AP3M1","Q9Y2T2","0.606904351373687","15145.9963092102","15054.4151932851",0.807322930071953,1
"NAXE","Q8NCW5","0.0081878617450005","20555.7120616758","21234.6413574644",0.102531973838836,1
"CAMK1","Q14012","0.0596083474572717","5859.17999620612","5698.96547393647",0.262115715830681,1
"SMARCA4","P51532","0.0143199792242402","849.487909375324","885.379796690523",0.131348771007898,1
"NPTX1","Q15818","0.0510439280247663","28268.7785145935","29243.795257562",0.24148531045764,1
"TSC22D1","Q15714","0.873913509551141","14847.4674470643","14888.5236677293",0.949321495471576,1
"NCEH1","Q6PIU2","0.997077086323526","31242.1389820609","31246.8029439079",0.999299068752306,1
"ELMO1","Q92556","0.195402815141438","13613.3173193797","13219.9608492149",0.453483099945113,1
"ROGDI","Q9GZN7","0.547626387515315","23002.4531333558","22864.9258633566",0.76910675025404,1
"HDAC4","P56524","0.00382963307307759","6134.21494459924","6294.87760677571",0.0708297950599849,1
"HOOK1","Q9UJC3","0.790296326781871","5735.8505929113","5751.20912675289",0.910831148029158,1
"SYT5","O00445","0.803093260674884","8150.77228068031","8183.22172281163",0.916128304842271,1
"ABCA5","Q8WWZ7","0.254783694413196","7723.32114653483","7607.19849066802",0.515903413471647,1
"FMR1","Q06787","0.978505391922212","8162.26324307284","8167.28947660369",0.991165508133388,1
"IGHG2","P01859","0.814827547371608","12342.7919392129","12453.9035362346",0.920316709884091,1
"COL1A1","P02452","0.0340177263954002","24289.801082075","10428.6599125736",0.201222902916638,1
"ADH5","P11766","0.372287044641217","43115.3857142685","43698.1696258761",0.628576267680741,1
"SLC7A14","Q8TBB6","0.158801342431636","10856.3962838346","11116.294460968",0.410477568561298,1
"PSD2","Q9BQI7","0.00923232061660303","13756.4311494561","14277.8870924576",0.107952013811277,1
"ETF1","P62495","0.586874520097274","16425.7349030948","16508.1458279733",0.795849047377816,1
"ERBB4","Q15303","0.050028470283875","7530.40342565826","7807.71231374352",0.238897573123345,1
"SHMT2","P34897","0.0262839459192747","13278.3215897227","12722.2971990978",0.178104790496871,1
"NLRX1","Q86UT6","0.620886163601529","3655.73434100423","3698.76638828405",0.815596986960078,1
"GABRB2","P47870","0.522513483674436","20289.1434179532","20194.3929636721",0.751365543141708,1
"SEZ6L2","Q6UXD5","0.022690485810624","6940.55026055705","7068.14902644523",0.164789900383314,1
"RALBP1","Q15311","0.150124928061279","10286.9711017156","10454.552753607",0.398869836066248,1
"AKT3","Q9Y243","0.808323832951197","19969.6308840927","19911.5750129607",0.918058677150151,1
"DTD1","Q8TEA8","0.919600657024392","10510.3902408819","10573.1640249297",0.966190053546949,1
"LMTK2","Q8IWU2","0.0123277905578754","5052.52044981977","4932.20410868221",0.122488862615361,1
"SASH1","O94885","0.0779057255968396","4089.78424650657","4201.54759365504",0.297646426887146,1
"DNAJB4","Q9UDY4","0.949405207438887","26752.4763098647","26742.3187084541",0.980338778232902,1
"NHLRC2","Q8NBF2","0.763001546148212","8830.81898577248","8788.69733880714",0.896250850035223,1
"PACS2","Q86VP3","0.0238014226622486","6009.30490287487","6163.57731110445",0.168616787563745,1
"GSTM1","P09488","0.378077663813864","11089.6877655245","9573.13967684873",0.632206048585819,1
"CNTN5","O94779","0.0084370945611254","3345.13574205595","3463.32196747818",0.10360458547789,1
"STRN4","Q9NRL3","0.35938342138783","6269.92650510066","6345.86447020145",0.616920486538775,1
"MGLL","Q99685","0.0005592471828258","12281.6911799701","11789.2057484436",0.0252598698647445,1
"BCAP31","P51572","0.756702170601456","46880.8830522202","46714.8392988663",0.893611056429499,1
"CALB1","P05937","0.393580900731207","19067.5612425337","20985.4382399979",0.644206359093769,1
"LTF","P02788","0.159835037770905","4489.992117272","4929.13539128592",0.411923148133856,1
"GNA13","Q14344","0.0950736729288345","20474.7926119007","20918.9634575375",0.325692976881154,1
"TUBGCP2","Q9BSJ2","0.0741379206428121","5192.81321066115","5116.79220644371",0.290382812983927,1
"UCHL5","Q9Y5K5","0.132883604978127","10062.8157386417","9848.65696016284",0.377868026144586,1
"BPNT1","O95861","0.804813152779227","20037.8693857586","19950.8434969844",0.916301771894531,1
"VAMP3","Q15836","0.543711037060583","37952.7632762679","38547.1047746162",0.766058067722935,1
"STK24","Q9Y6E0","0.0240701489676898","15662.735302652","15341.3231587621",0.169597965765129,1
"SEL1L","Q9UBV2","0.0607901194839156","8921.6345683513","8708.85271437983",0.264009440345883,1
"TRAPPC12","Q8WVT3","0.252089415444405","8343.84187559233","8290.12735937874",0.513633979285034,1
"RECQL","P46063","0.895072442417056","7622.4580125008","7639.39896476858",0.958226615296188,1
"DNAJB2","P25686","0.350110505608898","24912.3653741848","25205.8933326099",0.607200403016969,1
"GUF1","Q8N442","0.750820743272813","5780.35681553403","5726.89578138071",0.890748285233609,1
"IDE","P14735","0.819993783109835","8070.35942021316","8059.53010315049",0.922330706955556,1
"PPP1R13B","Q96KQ4","0.036463314510428","5408.55749700625","5310.4778109824",0.206000124595693,1
"PSMA4","P25789","0.0999157497121304","17870.3403996058","18527.2992450122",0.332935859634053,1
"NACAD","O15069","0.370412630170311","5902.98285662074","5841.90537183149",0.626727723105009,1
"NAPRT","Q6XQN6","0.438129227020079","7380.28987454007","7231.45865155573",0.682932730886674,1
"PITPNB","P48739","0.753000490761478","18712.4863270427","18595.7562957831",0.891439851442498,1
"SHROOM2","Q13796","0.0290891814534983","7853.14460250833","7689.58444132535",0.187853606510443,1
"DGKQ","P52824","0.19498555470309","6944.57590567373","6822.4454914303",0.453098803814513,1
"KIFAP3","Q92845","0.00246696992936603","9492.99974691891","9209.96662926739",0.0563438999257636,1
"VWA5A","O00534","0.728958403500888","9362.72069211926","9390.10728279559",0.880655684130479,1
"EVI5L","Q96CN4","0.0357303053836574","12105.2627182223","11896.9176917792",0.204091086453143,1
"SQSTM1","Q13501","0.0279635205747856","4315.82464318885","4499.16907356825",0.183705906582755,1
"EIF3M","Q7L2H7","0.0605615873214372","6768.21221028216","6580.76966056844",0.264009440345883,1
"LHPP","Q9H008","0.101698127646115","16338.6807722788","16837.9471982435",0.335203799277325,1
"GMPR2","Q9P2T1","0.0378604283680293","15427.3249649041","15783.6368946376",0.209221038618086,1
"QKI","Q96PU8","0.164588692830824","13912.7059360274","13642.1966508649",0.416481880110123,1
"CAVIN1","Q6NZI2","0.0511773322392951","19084.1979688139","17662.0028086186",0.24148531045764,1
"PSMD7","P51665","0.160338489397896","13677.8962426239","13498.8619408043",0.41245770939685,1
"PFN1","P07737","0.242239877704157","56183.1212036336","55262.3202025964",0.507872657943792,1
"ARMC1","Q9NVT9","0.492323034156181","12340.0187059607","12255.3901007722",0.729844847068184,1
"PPP1R3F","Q6ZSY5","0.00899693093905651","7337.94956792405","7601.51661756963",0.106357062568514,1
"VPS53","Q5VIR6","0.0659328188423133","21341.9137809046","20908.2151803577",0.273562432791806,1
"CSNK1E","P49674","0.000948449397924859","18368.8597977959","18973.7393335348",0.032938593757266,1
"TBC1D15","Q8TC07","0.799034960999944","12105.7742510352","12114.3572307472",0.914935076638051,1
"JAKMIP2","Q96AA8","0.78836437497727","5461.87861789693","5445.37534843833",0.910341248126553,1
"STAU1","O95793","0.0554822016001766","7394.59986663939","7533.32696408585",0.251184939906757,1
"PDE4B","Q07343","0.0316284283595369","7961.81982143412","7761.92036363884",0.194060253720069,1
"CACYBP","Q9HB71","0.956869635285202","38625.7797099825","38570.7881175652",0.982365551011925,1
"MIOS","Q9NXC5","0.273888443696114","5153.5704411451","5103.59860273218",0.534286869954272,1
"PTPA","Q15257","0.821386064855298","27934.9577232657","27920.854042825",0.923497943997021,1
"APOOL","Q6UXV4","0.688952589938559","12797.9553945658","12706.2185034937",0.857487055859647,1
"PLP1","P60201","0.661157546874677","228415.258160129","217509.541996693",0.840903237797269,1
"GRIP1","Q9Y3R0","0.502587173529652","6915.15080323366","6959.98475777969",0.737093942525584,1
"LINGO1","Q96FE5","0.0847333538085926","16723.4268895334","16294.9096146169",0.310265429550301,1
"PRKAG2","Q9UGJ0","0.0867799847223049","11971.0600894379","12120.9446412927",0.312631996597552,1
"IGSF21","Q96ID5","0.34181371873043","11855.8327138834","12046.076913742",0.601019891575063,1
"CPEB3","Q8NE35","0.0356341543857432","9615.80992903579","9805.22416645515",0.203726404511322,1
"PHKA1","P46020","0.857825383053299","7545.35466938404","7588.31828723861",0.941292953414281,1
"UFD1","Q92890","0.460232718725298","18673.0292909934","18545.6058710585",0.701161720436631,1
"THUMPD1","Q9NXG2","0.206561601084144","11209.6972768189","11432.8361064657",0.465165711081312,1
"ITGA7","Q13683","0.00563388744898719","6628.81525462196","6892.10047109951",0.0855430998642464,1
"PLXNA3","P51805","0.538453610865842","1072.62821585032","1079.91153681381",0.761952561225149,1
"AK3","Q9UIJ7","0.522258661890036","41153.2576953157","40711.3831237135",0.751137342906082,1
"PPP2R2D","Q66LE6","0.0213405652828825","5195.01043294935","5434.83584030532",0.159421775449755,1
"EPM2AIP1","Q7L775","0.934185425667567","11244.0407796591","11262.3926737882",0.971483220144579,1
"ALAD","P13716","0.109967702066355","17525.4251519397","17955.0425182566",0.346626713975998,1
"CHCHD3","Q9NX63","0.495907320907742","40073.3730871453","39878.5980706974",0.732102740520139,1
"NDUFB10","O96000","0.30211191568245","50424.5810562637","49907.5872539664",0.564653676491456,1
"PHYHIP","Q92561","0.929285109476048","41181.7746610127","41229.6249536395",0.969381243779799,1
"VPS26A","O75436","0.000631170058163086","12662.5042705387","13086.2357150712",0.0268041458395998,1
"PCBP3","P57721","0.554143409440655","3100.67962818957","3152.19958264523",0.773504216035955,1
"EPHB3","P54753","0.412672962191915","4964.42825414759","5021.02283241676",0.660097878202735,1
"NEK9","Q8TD19","0.149907053923679","5427.40356774386","5342.75671852836",0.398426435156336,1
"RHOB","P62745","0.150671339179541","25896.1435103997","25539.5285907306",0.399371046251334,1
"ZYX","Q15942","0.0883328675636851","13360.946556117","13116.6314392083",0.315462992295537,1
"MTMR10","Q9NXD2","0.526291774418788","5648.11143256827","5681.98347006238",0.755121003385094,1
"DEPDC5","O75140","0.466233229091465","3196.19218751433","3214.04188428474",0.706485563428661,1
"TMCC2","O75069","0.0405123851633111","7048.62315137211","7173.63485967251",0.217710293987113,1
"FHL1","Q13642","0.129818948150493","34815.1727344336","36892.111107333",0.373767597954293,1
"GPRIN3","Q6ZVF9","0.510162098645162","4012.20508767313","4109.70536545987",0.741918656249448,1
"RAE1","P78406","0.512968905989637","9858.12336851689","9926.7685358433",0.7440248936832,1
"GRK3","P35626","0.920931439739806","3458.43322850581","3465.70358506888",0.966446181859635,1
"MPP7","Q5T2T1","0.00106745399214828","7774.26561222032","8011.37639665549",0.035645664507037,1
"PSMA7","O14818","0.346221083075608","29193.6646333285","28799.570473714",0.604822611927744,1
"TWF1","Q12792","0.643225795507675","8932.19458245589","8978.84016512086",0.828853292562166,1
"EPHX2","P34913","0.640073300914633","6856.47077595955","6714.12831404697",0.825744225416368,1
"SPECC1L","Q69YQ0","0.753854633233604","4671.46684223382","4657.61808259197",0.891439851442498,1
"DNPEP","Q9ULA0","0.541630582029192","9804.55887604977","9918.92193268217",0.763996460678479,1
"RIC8A","Q9NPQ8","0.777470394428653","11011.30641118","11031.0569242118",0.904309863361937,1
"HABP4","Q5JVS0","0.908307292796027","9286.52759190437","9306.49138125093",0.962413552712965,1
"HNRNPDL","O14979","0.669194394929187","29617.4125393468","29561.2146684983",0.846130259219525,1
"SLC32A1","Q9H598","0.83433231825457","18682.1128003903","18697.083103864",0.930044452575672,1
"PPIF","P30405","0.563161425262699","22969.6324883189","22766.2824834229",0.780238187411831,1
"SCIN","Q9Y6U3","0.977455210640257","6323.7349722687","6282.92039781454",0.99089712194382,1
"PNPO","Q9NVS9","0.967348729134425","9493.80235734985","9494.44573021051",0.986928834341304,1
"EIF3H","O15372","0.682765727125857","12013.7144907333","12062.5361314028",0.854399882614597,1
"LGALSL","Q3ZCW2","0.615971982706998","19354.5078888531","19300.837805308",0.812492416082458,1
"HAPLN2","Q9GZV7","0.526586502656231","35220.0149281202","36393.2166100087",0.75513543806207,1
"RAB21","Q9UL25","0.280142484011448","15016.0095223388","14810.5220123585",0.540635556943802,1
"UBA5","Q9GZZ9","0.628729928321442","9975.3751464252","10038.1352681176",0.821005290759316,1
"EFR3A","Q14156","0.226919740666544","7410.54562718695","7501.42216193011",0.489550208053113,1
"PNPLA8","Q9NP80","0.839515099523405","13354.8905768512","13328.3323945533",0.932343801545749,1
"PGP","A6NDG6","0.0665959994783609","18895.251949383","19238.6388098066",0.275333936467678,1
"GOLGA5","Q8TBA6","0.0674116692879058","5199.24798345035","5375.86987405178",0.27665692427295,1
"RABEP2","Q9H5N1","0.0759094469184283","6057.55129754321","6142.60776848132",0.293827646743139,1
"NUP210","Q8TEM1","0.116045188085644","4109.78849820394","4213.28932925611",0.35499951864469,1
"COX5B","P10606","0.0494160714290554","62176.231206929","60352.9566377912",0.237185001318574,1
"PCDH10","Q9P2E7","0.0146688368831763","6220.14595796686","6081.6770405741",0.132029635097577,1
"SEC14L2","O76054","0.653867949071482","15042.6469407467","15101.4493848008",0.835812883043442,1
"MOG","Q16653","0.742720832127451","39159.4871972643","38264.8134058747",0.887675219064531,1
"DCC","P43146","0.451965826402749","5120.60742180876","5089.00175291384",0.693843019157383,1
"BTF3","P20290","0.219101352486919","8643.29803091728","8749.43420418826",0.47988287675139,1
"CNTNAP4","Q9C0A0","0.209003805165122","9284.51977779146","9544.82048673642",0.467986278590106,1
"PIP4K2C","Q8TBX8","0.944400413374089","26818.6333906492","26837.0194768763",0.977552633475312,1
"PSMD5","Q16401","0.997828308089588","9206.58461463966","9194.73806702696",0.999299068752306,1
"ATP5PD","O75947","0.967668760024117","72693.1096142592","72684.4785814875",0.986928834341304,1
"MAPK8","P45983","0.825732832811374","2887.97192151069","2899.23473037956",0.926397346916811,1
"SEC22B","O75396","0.361761601033156","30925.1906361734","31242.3058154675",0.618556925705269,1
"NOLC1","Q14978","0.492678618052712","15792.9823894798","15726.7152499501",0.730094959503867,1
"CHCHD6","Q9BRQ6","0.27264537213336","15481.0354339983","15251.85828623",0.533279333629556,1
"COQ8A","Q8NI60","0.235723980341855","7598.00208793277","7755.88668576423",0.499985662972653,1
"PPIP5K1","Q6PFW1","0.444515996228755","3019.55866325373","2983.44010168266",0.687768682386078,1
"PDE4A","P27815","0.323321065976026","4309.80939544268","4249.25095312407",0.583336598830909,1
"ATG9A","Q7Z3C6","0.0422494265205489","6165.35173274796","6325.25512069753",0.222314490795669,1
"RAB18","Q9NP72","1.00225118303696e-05","36452.2807673204","34928.1809131988",0.00252631959491961,0.078315907442508
"RALB","P11234","0.395767094630479","6252.06839177333","6196.04417219522",0.646430618194516,1
"RIPOR1","Q6ZS17","0.454105574551681","5129.56822805752","5090.66665416949",0.695661988989982,1
"TERF2IP","Q9NYB0","0.059771677669386","7590.13510120257","7929.63130785139",0.262686101973331,1
"PSMA2","P25787","0.61721509523839","12069.8473189648","12006.9721986223",0.81333445370582,1
"KIF13B","Q9NQT8","0.0018535977802561","3161.31819598184","3276.90021753611",0.047960308128878,1
"GDAP1L1","Q96MZ0","0.471251925181258","14215.0305937013","14124.6158098896",0.711127619778226,1
"RBMX","P38159","0.127544412347983","40144.6405050857","41635.4938359776",0.370107565610384,1
"ACBD5","Q5T8D3","0.674203089192433","7488.03596600088","7462.46134771838",0.849237796145718,1
"HPX","P02790","0.766516167459091","13269.0433184469","13332.4059084068",0.897715427536771,1
"ITPK1","Q13572","0.685161604486686","7165.94815079131","7228.50377473466",0.856205465769865,1
"ARL3","P36405","0.77704040032789","16019.1836904804","15969.2423337291",0.904307542297447,1
"NISCH","Q9Y2I1","0.0339064863671583","8858.43905569175","8997.94065189842",0.201222902916638,1
"PI4K2A","Q9BTU6","0.00351263592348626","8976.90109213539","9205.02562922707",0.0674982581106814,1
"PSMB5","P28074","1.10855429861584e-05","17309.637974967","17848.9941633829",0.00262492220890429,0.0866224328938417
"LGI1","O95970","0.913793669999672","40899.5705331024","41129.0684894553",0.964395426442117,1
"TRPV2","Q9Y5S1","0.168615387590756","7778.22974992617","7534.08637382165",0.421619404362934,1
"ARHGEF18","Q6ZSZ5","0.161978252087308","3386.9253579771","3361.40402561757",0.41319283141877,1
"MPP5","Q8N3R9","0.325552973959145","7587.19714438825","7640.7207321532",0.585201504144642,1
"PALM2","Q8IXS6","0.000541687400583047","14234.7469751638","13665.0888567365",0.0247528967728417,1
"EPPK1","P58107","0.134681070459517","517.785205325208","578.979954906516",0.380338953585351,1
"LIPE","Q05469","0.876025515874106","6319.89259827536","6263.53525885317",0.950071253440703,1
"RNMT","O43148","0.00165096209055011","13177.0427125091","12785.3971215647",0.0451070551592957,1
"TMEM132A","Q24JP5","0.442740734443654","3240.09175235374","3258.38491021542",0.686151546795461,1
"AASS","Q9UDR5","0.0616771657495841","5733.15406353417","5503.00147344721",0.265096464888476,1
"BAZ1B","Q9UIG0","0.195005282470976","3352.06361387613","3466.19000227967",0.453098803814513,1
"JAK1","P23458","0.0163798859354705","4362.53223786362","4507.95106519075",0.138220765334521,1
"WDR26","Q9H7D7","0.438099962968935","8196.82530013152","8139.1833076498",0.682932730886674,1
"EPHB1","P54762","0.0513211029150864","2078.46123510098","2147.58842731464",0.241871591181234,1
"DNAJA3","Q96EY1","0.962784458219509","11311.036638105","11311.3390605637",0.984969593679922,1
"SUPT6H","Q7KZ85","0.00593735767946258","2169.13713443369","2258.60335680235",0.0867187157146179,1
"FAAH","O00519","0.802854132910512","6133.4360449164","6116.63928396606",0.916128304842271,1
"DCXR","Q7Z4W1","0.818791503543038","25360.2762456166","25445.4765002987",0.921508974317341,1
"RNF20","Q5VTR2","0.0124485486932888","3979.7496631918","4165.78109827599",0.122508478925583,1
"TUBGCP3","Q96CW5","0.601300479404253","4533.54283198724","4520.65043463642",0.804548278435759,1
"LGI3","Q8N145","0.611056714416177","18396.5186565906","18044.470954608",0.810248967664688,1
"CACNB2","Q08289","0.204968990778552","14541.3411832451","14769.7850685161",0.462927045789915,1
"PSMD10","O75832","0.384741742909593","11845.3481570179","11693.033141308",0.637713634922272,1
"LIMK1","P53667","0.627453019839928","10898.0223903878","10932.3861162495",0.820097568175076,1
"ATL3","Q6DD88","0.13729303990011","11595.8196428492","11292.8111831303",0.384475867743757,1
"ACY1","Q03154","0.151098960162344","10114.4500778216","10296.6957477183",0.400097348257728,1
"IGKC","P01834","0.730279949606083","23842.5697181828","24241.0230135882",0.881570759496668,1
"PEPD","P12955","0.75596112672985","17901.5577395241","18000.4457251602",0.892982652194565,1
"SEC13","P55735","0.124624200266123","16507.0741111852","16371.8475960559",0.365408443106749,1
"PLCB4","Q15147","0.0896972676436524","6521.77319659956","6996.34009601797",0.316772853518757,1
"MTAP","Q13126","0.0027180050277046","9023.11037167971","9322.33670274285",0.0585082404586329,1
"SCARB2","Q14108","0.251695962450881","25901.4694650226","25594.7180545418",0.513633979285034,1
"BCS1L","Q9Y276","0.773428784606732","10174.246069742","10201.516061741",0.901891139071333,1
"PTPN9","P43378","0.0896196755251208","11363.5423268756","11127.3990037054",0.316772853518757,1
"PECAM1","P16284","0.385125498233709","3769.26151836382","3830.96167778145",0.637713634922272,1
"APLP1","P51693","0.0900202231497655","10670.6006489587","10342.0522584052",0.317129258033796,1
"TCERG1","O14776","0.306959918874736","7489.68328111152","7631.34952893105",0.568710946609195,1
"RICTOR","Q6R327","0.0738953853906047","2825.09102050737","2899.929845705",0.290118005704387,1
"MTMR6","Q9Y217","0.253352558921069","7177.25950885265","7103.36154932743",0.514376358161692,1
"MTM1","Q13496","0.160739661172611","8298.25457207407","8169.67389023474",0.41245770939685,1
"TAOK2","Q9UL54","0.111624077164051","7472.28652043346","7638.26747752796",0.349063789579017,1
"ATP2A3","Q93084","0.0715675556086453","183.084513925533","255.801477513604",0.28401669859114,1
"RHOT2","Q8IXI1","0.246261580521596","8246.31854700043","8411.09410231568",0.510150580645745,1
"CMPK2","Q5EBM0","0.0159521070416855","6444.81337329249","6611.42474093614",0.136677373271634,1
"ARF4","P18085","0.341782807423701","10490.3094044692","10253.9722838786",0.601019891575063,1
"NUMB","P49757","0.986657740871131","7813.42858860285","7815.18902793973",0.994292440955251,1
"KIAA0100","Q14667","0.123128776570739","2325.76789309242","2393.12542552755",0.362928432015861,1
"IGHG3","P01860","0.457924255370825","15467.586440196","16384.5689422563",0.698871119427271,1
"RPS4X","P62701","0.00516129120020855","32885.1825000169","32162.9470740113",0.08148626907344,1
"SH3BGRL","O75368","0.115109124649397","26778.0378008335","27517.1426338596",0.353423099748525,1
"TRRAP","Q9Y4A5","0.579599264928832","1417.21497956682","1429.65764436787",0.790675393881615,1
"MAPK9","P45984","0.0850903031721179","5270.38154844651","5161.71492753092",0.310893363633126,1
"SLC2A3","P11169","0.0112643458812164","23377.3558627841","22187.9775288457",0.117047338717852,1
"PSMB1","P20618","0.00260028915920683","16689.2805151749","17051.361281687",0.0575599418981365,1
"PDE4DIP","Q5VU43","0.135033539736531","3315.41225677683","3387.31458388803",0.38097809808118,1
"CAPRIN1","Q14444","0.15808094892473","18946.5529661892","18705.0149823191",0.409388613625958,1
"MCTS1","Q9ULC4","0.214667237210893","14710.8701044813","14518.8612607918",0.475052334060016,1
"ANKIB1","Q9P2G1","0.990025692802439","4956.35559150961","4950.00221242559",0.996251645342147,1
"RAB11B","Q15907","0.446706029313722","44188.0069652208","43960.7435282237",0.689289279829665,1
"AARSD1","Q9BTE6","0.951908026581798","8376.5326878934","8387.38911666429",0.981226677141437,1
"DAPK1","P53355","0.00128444772608462","4157.8948323832","4304.8243349888",0.0398280735381953,1
"SRM","P19623","0.894103533622609","10436.7873807087","10407.9237371182",0.957976828702464,1
"DDX24","Q9GZR7","0.356448981949876","2784.40301558338","2849.56270822226",0.613456982700766,1
"TAOK3","Q9H2K8","0.487301849797792","4324.66288377663","4300.11835534122",0.725843815158206,1
"ASS1","P00966","0.811401521453324","20015.1219492306","19992.3153832648",0.919282512488948,1
"SMPD3","Q9NY59","2.05645255019091e-05","8306.3201733884","7989.37501654096",0.00396350011159395,0.160691202271918
"ECHDC1","Q9NTX5","0.367119460299621","17703.6595928684","17522.5102571444",0.623888496978783,1
"SETD3","Q86TU7","0.547646526543829","7815.31016465446","7791.33770380012",0.76910675025404,1
"ARAP1","Q96P48","0.235611111418359","2733.58766332176","2772.20345963058",0.499881950752934,1
