NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
PPM1D	1	PPM1D	
CYP46A1	1	CYP46A1	
TBCK	1	TBCK	
ITM2B	1	ITM2B	
H4C3	1	HIST1H4C	
SUMO3	1	SUMO3	
TUBB8	1	TUBB8	
HSPA1L	1	HSPA1L	
ORAI2	1	ORAI2	
TXNRD3	1	TXNRD3	
CCDC88B	1	CCDC88B	
C7orf25	1	C7orf25	
PREX2	1	PREX2	
ALG1	1	ALG1	
C19orf25	1	C19orf25	
MSRA	1	MSRA	
TUBG1	1	TUBG1	
HNRNPUL2	1	HNRNPUL2	
ABHD13	1	ABHD13	
DOLK	1	DOLK	
TSPAN5	1	TSPAN5	
GRM7	1	GRM7	
EPOR	1	EPOR	
PDLIM2	1	PDLIM2	
FBXO15	1	FBXO15	
IL1RAPL2	1	IL1RAPL2	
ZMAT3	1	ZMAT3	
BTBD6	1	BTBD6	
KLHL29	1	KLHL29	
USP47	1	USP47	
CENPBD1P	1	CENPBD1	
RAB24	1	RAB24	
ZNF12	1	ZNF12	
KCNS1	1	KCNS1	
KLHDC8B	1	KLHDC8B	
TEAD1	1	TEAD1	
PCBP2	1	PCBP2	
EPHA6	1	EPHA6	
LSAMP	1	LSAMP	
ADD3	1	ADD3	
DGKG	1	DGKG	
IL15	1	IL15	
KBTBD8	1	KBTBD8	
LMNA	1	LMNA	
RASSF8	1	RASSF8	
CXXC4	1	CXXC4	
ABHD14B	1	ABHD14B	
CHMP4B	1	CHMP4B	
CCDC40	1	CCDC40	
DLEU1	1	DLEU1	
CCDC62	1	CCDC62	
FAIM2	1	FAIM2	
CNTN4	1	CNTN4	
CHRM3	1	CHRM3	
BCKDHA	1	BCKDHA	
PLPPR3	1	PLPPR3	
ZNF347	1	ZNF347	
PDE11A	1	PDE11A	
TANK	1	TANK	
PIGT	1	PIGT	
KCNJ14	1	KCNJ14	
EFR3B	1	EFR3B	
GYPB	1	GYPB	
PP2D1	1	PP2D1	
PIK3R3	1	PIK3R3	
BOC	1	BOC	
ANK1	1	ANK1	
TMEM44	1	TMEM44	
APOLD1	1	APOLD1	
RAD9A	1	RAD9A	
ANO6	1	ANO6	
NCOA2	1	NCOA2	
IFI6	1	IFI6	
ZFTA	1	C11orf95	
EGF	1	EGF	
SLC35F6	1	SLC35F6	
TAF3	1	TAF3	
FSHR	1	FSHR	
SYNE2	1	SYNE2	
SLC38A2	1	SLC38A2	
NPAS2	1	NPAS2	
ATP8A2	1	ATP8A2	
ZNF677	1	ZNF677	
CPEB1	1	CPEB1	
RCN1	1	RCN1	
CRADD	1	CRADD	
GIHCG	1	GIHCG	
CTHRC1	1	CTHRC1	
GABRA1	1	GABRA1	
NT5E	1	NT5E	
SELP	1	SELP	
RTN4RL1	1	RTN4RL1	
ZBTB16	1	ZBTB16	
ASCC2	1	ASCC2	
LGR4	1	LGR4	
ABCB1	1	ABCB1	
SUFU	1	SUFU	
RPL37A	1	RPL37A	
CHCHD3	1	CHCHD3	
TMEM248	1	TMEM248	
LCOR	1	LCOR	
PCDH7	1	PCDH7	
POLD4	1	POLD4	
GPER1	1	GPER1	
PANK1	1	PANK1	
SLC7A5	1	SLC7A5	
RPS25	1	RPS25	
TSHR	1	TSHR	
APTR	1	APTR	
ZNF488	1	ZNF488	
CYB561D1	1	CYB561D1	
PHACTR4	1	PHACTR4	
PLSCR1	1	PLSCR1	
HFM1	1	HFM1	
HS6ST2	1	HS6ST2	
SLC38A8	1	SLC38A8	
CALB1	1	CALB1	
SLC52A2	1	SLC52A2	
RFX5	1	RFX5	
CUZD1	1	CUZD1	
RPS10-NUDT3	1	RPS10-NUDT3	
MAF1	1	MAF1	
LURAP1L	1	LURAP1L	
DOHH	1	DOHH	
SNRPD3	1	SNRPD3	
DCLRE1C	1	DCLRE1C	
CHRM2	1	CHRM2	
CANX	1	CANX	
SUN2	1	SUN2	
LAMA2	1	LAMA2	
KLC1	1	KLC1	
GACAT2	1	GACAT2	
COBL	1	COBL	
MATN1	1	MATN1	
KCTD14	1	KCTD14	
DENND1A	1	DENND1A	
OVCH1	1	OVCH1	
WWOX	1	WWOX	
CFAP97	1	CFAP97	
LETM1	1	LETM1	
ZNG1F	1	CBWD6	
BID	1	BID	
ILK	1	ILK	
DANCR	1	DANCR	
CRACD	1	KIAA1211	
GNAS	1	GNAS	
ZNF407	1	ZNF407	
TMEM126A	1	TMEM126A	
PRR16	1	PRR16	
NCK1-DT	1	NCK1-DT	
FOCAD	1	FOCAD	
GTF2IRD2B	1	GTF2IRD2B	
SAYSD1	1	SAYSD1	
FREM1	1	FREM1	
TOMM70	1	TOMM70	
RAMAC	1	RAMAC	
C9orf153	1	C9orf153	
LRFN5	1	LRFN5	
CXXC5	1	CXXC5	
KIAA0586	1	KIAA0586	
COL6A6	1	COL6A6	
ABHD16A	1	ABHD16A	
GRK2	1	GRK2	
SLC9C1	1	SLC9C1	
COL11A1	1	COL11A1	
SYT14	1	SYT14	
SWT1	1	SWT1	
TRIM28	1	TRIM28	
TTC33	1	TTC33	
LRRC8C-DT	1	LRRC8C-DT	
ZIK1	1	ZIK1	
MON1B	1	MON1B	
RPS4X	1	RPS4X	
ALDH8A1	1	ALDH8A1	
GAN	1	GAN	
CIC	1	CIC	
CDK2AP2	1	CDK2AP2	
VAT1	1	VAT1	
NRG1	1	NRG1	
PLCH1	1	PLCH1	
RTBDN	1	RTBDN	
ABLIM1	1	ABLIM1	
PLA2G4A	1	PLA2G4A	
ZBTB45	1	ZBTB45	
GCH1	1	GCH1	
CPNE4	1	CPNE4	
RPS12	1	RPS12	
SYNGR3	1	SYNGR3	
RAC3	1	RAC3	
ADAP1	1	ADAP1	
ELK3	1	ELK3	
TTC7A	1	TTC7A	
WARS1	1	WARS	
TMEM163	1	TMEM163	
SNTG2	1	SNTG2	
TAGLN3	1	TAGLN3	
AHCYL2	1	AHCYL2	
ZNF609	1	ZNF609	
UBQLN4	1	UBQLN4	
SIK3	1	SIK3	
CCDC59	1	CCDC59	
NUP50	1	NUP50	
CELSR2	1	CELSR2	
DIS3L2	1	DIS3L2	
ARF4	1	ARF4	
CTIF	1	CTIF	
SHANK1	1	SHANK1	
C4orf54	1	C4orf54	
ATRAID	1	ATRAID	
EDA	1	EDA	
ACOX3	1	ACOX3	
DACT3	1	DACT3	
FURIN	1	FURIN	
TPP2	1	TPP2	
LPCAT2	1	LPCAT2	
UBXN10	1	UBXN10	
CDK9	1	CDK9	
POLR1F	1	TWISTNB	
RGS20	1	RGS20	
BEND7	1	BEND7	
ABCG8	1	ABCG8	
SAXO2	1	SAXO2	
DNAJC14	1	DNAJC14	
CCDC26	1	CCDC26	
RPL7	1	RPL7	
SMCO2	1	SMCO2	
MANF	1	MANF	
GALNT1	1	GALNT1	
UHMK1	1	UHMK1	
EGFL7	1	EGFL7	
KLRD1	1	KLRD1	
DCDC2	1	DCDC2	
LRRC34	1	LRRC34	
PARD3	1	PARD3	
ARF1	1	ARF1	
FOXG1	1	FOXG1	
FAXDC2	1	FAXDC2	
SPDYE2	1	SPDYE2	
TMEM132A	1	TMEM132A	
DMRTC1B	1	DMRTC1B	
SLC7A4	1	SLC7A4	
ENTREP2	1	FAM189A1	
USP49	1	USP49	
ZNF277	1	ZNF277	
CBARP	1	CBARP	
FAM168A	1	FAM168A	
HCN1	1	HCN1	
MYO6	1	MYO6	
TTC28	1	TTC28	
RGS3	1	RGS3	
HNRNPA3	1	HNRNPA3	
SZT2	1	SZT2	
PARP16	1	PARP16	
TEKT5	1	TEKT5	
SLC17A6	1	SLC17A6	
TECTA	1	TECTA	
CFAP299	1	CFAP299	
SLCO5A1	1	SLCO5A1	
SNAP47	1	SNAP47	
RASD2	1	RASD2	
GANC	1	GANC	
PDSS2	1	PDSS2	
JUND	1	JUND	
BTBD18	1	BTBD18	
PLAUR	1	PLAUR	
NME7	1	NME7	
TMOD1	1	TMOD1	
FMN2	1	FMN2	
GRIP2	1	GRIP2	
IRF2BP1	1	IRF2BP1	
RPL13A	1	RPL13A	
LCMT2	1	LCMT2	
SNHG6	1	SNHG6	
ATP8B1	1	ATP8B1	
CREG2	1	CREG2	
CA10	1	CA10	
OPRD1	1	OPRD1	
PCNX2	1	PCNX2	
MAPKAPK2	1	MAPKAPK2	
SYN1	1	SYN1	
FOXP1	1	FOXP1	
NUCKS1	1	NUCKS1	
VTI1B	1	VTI1B	
AEBP2	1	AEBP2	
LMNB1	1	LMNB1	
RPL38	1	RPL38	
ACER2	1	ACER2	
CCNJL	1	CCNJL	
SFTA1P	1	SFTA1P	
CFTR	1	CFTR	
ZNF665	1	ZNF665	
CTPS2	1	CTPS2	
QKI	1	QKI	
EPHB3	1	EPHB3	
H6PD	1	H6PD	
CLIP3	1	CLIP3	
SLC2A9	1	SLC2A9	
AGO3	1	AGO3	
IGDCC4	1	IGDCC4	
LDOC1	1	LDOC1	
GABPB2	1	GABPB2	
BCL2L2	1	BCL2L2	
UNC79	1	UNC79	
SLC46A1	1	SLC46A1	
HMGN1	1	HMGN1	
FTSJ1	1	FTSJ1	
NEDD4	1	NEDD4	
PRKAG1	1	PRKAG1	
HOPX	1	HOPX	
N4BP2	1	N4BP2	
CAMKMT	1	CAMKMT	
CCNO	1	CCNO	
UTP23	1	UTP23	
MAP1A	1	MAP1A	
NLRP1	1	NLRP1	
CEP135	1	CEP135	
RBFOX1	1	RBFOX1	
DMGDH	1	DMGDH	
ARHGEF10L	1	ARHGEF10L	
TRIM24	1	TRIM24	
SLC24A1	1	SLC24A1	
TMEM240	1	TMEM240	
PHLDA2	1	PHLDA2	
PYURF	1	PYURF	
ZNF573	1	ZNF573	
ZNF772	1	ZNF772	
EPAS1	1	EPAS1	
CEP162	1	CEP162	
PDZRN3	1	PDZRN3	
IL7	1	IL7	
THRB-IT1	1	THRB-IT1	
CCDC157	1	CCDC157	
UPP1	1	UPP1	
TMEM135	1	TMEM135	
PAMR1	1	PAMR1	
COL24A1	1	COL24A1	
ZNF578	1	ZNF578	
UPK1B	1	UPK1B	
ELOVL6	1	ELOVL6	
RPL14	1	RPL14	
ADCK2	1	ADCK2	
HGH1	1	HGH1	
JMJD1C	1	JMJD1C	
GCSH	1	GCSH	
ARPP21	1	ARPP21	
IMPA2	1	IMPA2	
MGAM	1	MGAM	
TTLL11	1	TTLL11	
DNMT3A	1	DNMT3A	
JHY	1	JHY	
TDO2	1	TDO2	
F12	1	F12	
CAPZA2	1	CAPZA2	
MMD2	1	MMD2	
PCDHB13	1	PCDHB13	
RPS23	1	RPS23	
COLQ	1	COLQ	
IGSF21	1	IGSF21	
FAM163B	1	FAM163B	
WDCP	1	WDCP	
HPSE2	1	HPSE2	
VPS18	1	VPS18	
SDK2	1	SDK2	
ZNF75D	1	ZNF75D	
ELFN2	1	ELFN2	
SLC35C2	1	SLC35C2	
CBLN4	1	CBLN4	
GLIS3	1	GLIS3	
PDE3B	1	PDE3B	
SPECC1L	1	SPECC1L	
SPSB3	1	SPSB3	
TAF7L	1	TAF7L	
KDM2B-DT	1	KDM2B-DT	
PDE6D	1	PDE6D	
PNPO	1	PNPO	
FKBP5	1	FKBP5	
NTM	1	NTM	
IQCA1	1	IQCA1	
BACE2	1	BACE2	
PTGES3L	1	PTGES3L	
SLC12A3	1	SLC12A3	
TOP6BL	1	C11orf80	
PKD2L2	1	PKD2L2	
C1orf162	1	C1orf162	
C1QBP	1	C1QBP	
ZNF629	1	ZNF629	
FAM228B	1	FAM228B	
ACSM6	1	ACSM6	
RHBDL3	1	RHBDL3	
TOR1A	1	TOR1A	
CEP192	1	CEP192	
ARMC6	1	ARMC6	
DENND5B	1	DENND5B	
TFEB	1	TFEB	
KBTBD7	1	KBTBD7	
SH3BP5L	1	SH3BP5L	
SNX12	1	SNX12	
BTD	1	BTD	
ZFYVE21	1	ZFYVE21	
SNX31	1	SNX31	
EFCAB5	1	EFCAB5	
ALYREF	1	ALYREF	
RABGAP1L	1	RABGAP1L	
MVB12B	1	MVB12B	
TYMP	1	TYMP	
DRD1	1	DRD1	
SRM	1	SRM	
PNCK	1	PNCK	
SLC30A10	1	SLC30A10	
FSIP2	1	FSIP2	
SMIM10L2A	1	SMIM10L2A	
EAF2	1	EAF2	
NR3C2	1	NR3C2	
ACTR1A	1	ACTR1A	
ARRDC3	1	ARRDC3	
ARL4A	1	ARL4A	
ARMT1	1	ARMT1	
PREPL	1	PREPL	
MEG9	1	MEG9	
DISP2	1	DISP2	
RBMS3	1	RBMS3	
TMUB2	1	TMUB2	
STARD9	1	STARD9	
FUNDC1	1	FUNDC1	
H3-7	1	HIST2H3PS2	
TMED1	1	TMED1	
PTRH2	1	PTRH2	
NELFB	1	NELFB	
PPM1A	1	PPM1A	
AKAP6	1	AKAP6	
MEOX2	1	MEOX2	
EVI5	1	EVI5	
LGALSL	1	LGALSL	
NXT1	1	NXT1	
FEM1C	1	FEM1C	
CFAP54	1	CFAP54	
DHRS7B	1	DHRS7B	
TP53TG5	1	TP53TG5	
CCDC73	1	CCDC73	
SLC22A24	1	SLC22A24	
LANCL1	1	LANCL1	
CCDC60	1	CCDC60	
ZFP92	1	ZFP92	
ZNF485	1	ZNF485	
NBL1	1	NBL1	
SRPRA	1	SRPRA	
KHDRBS3	1	KHDRBS3	
RBM22	1	RBM22	
ZNF235	1	ZNF235	
RPUSD1	1	RPUSD1	
HRAS	1	HRAS	
TMPRSS7	1	TMPRSS7	
POU2F1	1	POU2F1	
TRADD	1	TRADD	
ZNF195	1	ZNF195	
TCAF1	1	TCAF1	
ADGRB2	1	ADGRB2	
MORN3	1	MORN3	
CUX1	1	CUX1	
SHISA4	1	SHISA4	
AMBRA1	1	AMBRA1	
ETV4	1	ETV4	
CCDC125	1	CCDC125	
DUOX1	1	DUOX1	
IER3	1	IER3	
VXN	1	VXN	
SLC7A8	1	SLC7A8	
DUSP26	1	DUSP26	
INSIG1	1	INSIG1	
DNAJC1	1	DNAJC1	
OPCML	1	OPCML	
GMPR	1	GMPR	
HPYR1	1	HPYR1	
ARL4C	1	ARL4C	
CSMD2	1	CSMD2	
RPS18	1	RPS18	
SPOCK1	1	SPOCK1	
FAM186A	1	FAM186A	
MEIOB	1	MEIOB	
RPL36AL	1	RPL36AL	
PLEKHG1	1	PLEKHG1	
EFNA1	1	EFNA1	
SLC24A2	1	SLC24A2	
CCDC171	1	CCDC171	
UBASH3B	1	UBASH3B	
COQ7	1	COQ7	
STARD13	1	STARD13	
CD96	1	CD96	
BAIAP3	1	BAIAP3	
MMGT1	1	MMGT1	
AFG1L	1	AFG1L	
TMEM213	1	TMEM213	
SFSWAP	1	SFSWAP	
SCNN1D	1	SCNN1D	
RELB	1	RELB	
USP7	1	USP7	
ME3	1	ME3	
HIF1AN	1	HIF1AN	
TDRD3	1	TDRD3	
INTS4	1	INTS4	
DMAC2L	1	DMAC2L	
ZMYM5	1	ZMYM5	
HSDL2-AS1	1	C9orf147	
TDRD9	1	TDRD9	
SDE2	1	SDE2	
KANTR	1	KANTR	
CYB561A3	1	CYB561A3	
RBL1	1	RBL1	
KCTD15	1	KCTD15	
KIF26B	1	KIF26B	
TNFAIP1	1	TNFAIP1	
CEBPD	1	CEBPD	
HLCS	1	HLCS	
CFAP100	1	CFAP100	
MICAL3	1	MICAL3	
RPL37	1	RPL37	
SNRNP48	1	SNRNP48	
KCNK2	1	KCNK2	
ITPR1-DT	1	ITPR1-DT	
GRIN3A	1	GRIN3A	
ZNF843	1	ZNF843	
TRIM25	1	TRIM25	
LYSET	1	TMEM251	
CCDC175	1	CCDC175	
SPOCK2	1	SPOCK2	
ASAP3	1	ASAP3	
FTX	1	FTX	
CFAP70	1	CFAP70	
BICDL1	1	BICDL1	
VPS13B-DT	1	VPS13B-DT	
EFNB3	1	EFNB3	
PTH1R	1	PTH1R	
MYCBPAP	1	MYCBPAP	
CCDC38	1	CCDC38	
SPDYE16	1	SPDYE16	
TEX30	1	TEX30	
GNPDA1	1	GNPDA1	
CCDC142	1	CCDC142	
CYTH2	1	CYTH2	
CACNB1	1	CACNB1	
MGAT5	1	MGAT5	
CD200	1	CD200	
SMARCC1	1	SMARCC1	
FGF5	1	FGF5	
FRMD8	1	FRMD8	
SCFD2	1	SCFD2	
STXBP2	1	STXBP2	
CYP3A43	1	CYP3A43	
CADPS2	1	CADPS2	
SLC7A6OS	1	SLC7A6OS	
CACNA2D3	1	CACNA2D3	
KCNA2	1	KCNA2	
CHIC2	1	CHIC2	
USP1	1	USP1	
FMNL1	1	FMNL1	
APOL2	1	APOL2	
SLCO3A1	1	SLCO3A1	
DNAJC19	1	DNAJC19	
TMEM151A	1	TMEM151A	
STX8	1	STX8	
LAMA4	1	LAMA4	
PIANP	1	PIANP	
AKR1C3	1	AKR1C3	
PDK2	1	PDK2	
RPL13	1	RPL13	
GRIK4	1	GRIK4	
XRN1	1	XRN1	
FBN1	1	FBN1	
PEX11A	1	PEX11A	
WNT7A	1	WNT7A	
ZC4H2	1	ZC4H2	
PHKA2	1	PHKA2	
RFPL2	1	RFPL2	
ZFHX2	1	ZFHX2	
ZDHHC4	1	ZDHHC4	
GABRG3	1	GABRG3	
DHRS4	1	DHRS4	
PCDHB2	1	PCDHB2	
SLC6A16	1	SLC6A16	
PRRG1	1	PRRG1	
SH3KBP1	1	SH3KBP1	
NRBF2	1	NRBF2	
ZNF117	1	ZNF117	
INSR	1	INSR	
CAV3	1	CAV3	
EXOSC6	1	EXOSC6	
GPR150	1	GPR150	
MYOZ3	1	MYOZ3	
LIMK2	1	LIMK2	
SLC6A13	1	SLC6A13	
FGF1	1	FGF1	
NBAS	1	NBAS	
PALMD	1	PALMD	
OGN	1	OGN	
RBM20	1	RBM20	
SERPING1	1	SERPING1	
HIC2	1	HIC2	
WDR88	1	WDR88	
MOB4	1	MOB4	
CMTR2	1	CMTR2	
ANKFN1	1	ANKFN1	
TBC1D1	1	TBC1D1	
ABCC1	1	ABCC1	
DPP4	1	DPP4	
CEP85L	1	CEP85L	
ZNF711	1	ZNF711	
CLDND2	1	CLDND2	
ZNF532	1	ZNF532	
CREB3L2	1	CREB3L2	
COA4	1	COA4	
AASS	1	AASS	
SLC7A11	1	SLC7A11	
SPRYD7	1	SPRYD7	
F8A1	1	F8A1	
GRIK2	1	GRIK2	
OTUD7B	1	OTUD7B	
HNRNPH2	1	HNRNPH2	
PPM1E	1	PPM1E	
MYCBP	1	MYCBP	
ELOVL5	1	ELOVL5	
MEP1B	1	MEP1B	
KCNA1	1	KCNA1	
FAM171A1	1	FAM171A1	
SRRM3	1	SRRM3	
ST6GAL1	1	ST6GAL1	
DPY19L3	1	DPY19L3	
MSMO1	1	MSMO1	
KNSTRN	1	KNSTRN	
MEGF10	1	MEGF10	
TYW1B	1	TYW1B	
GJC2	1	GJC2	
HS3ST4	1	HS3ST4	
FCHSD2	1	FCHSD2	
CCNE2	1	CCNE2	
TOMM5	1	TOMM5	
GTPBP2	1	GTPBP2	
ZNF69	1	ZNF69	
CAMK2N2	1	CAMK2N2	
EEF1A2	1	EEF1A2	
RPL23	1	RPL23	
MGST2	1	MGST2	
SLC43A1	1	SLC43A1	
UBE2T	1	UBE2T	
VWA5B2	1	VWA5B2	
VPS4A	1	VPS4A	
GATM	1	GATM	
ZDHHC14	1	ZDHHC14	
MAST4	1	MAST4	
KDM4B	1	KDM4B	
ADARB2	1	ADARB2	
PTP4A3	1	PTP4A3	
TGFBR1	1	TGFBR1	
SDC3	1	SDC3	
G6PC3	1	G6PC3	
TAFA4	1	TAFA4	
SYNCRIP	1	SYNCRIP	
ARPC5	1	ARPC5	
RASL11B	1	RASL11B	
CWC27	1	CWC27	
CNIH2	1	CNIH2	
NR2F6	1	NR2F6	
KIF16B	1	KIF16B	
FBLN5	1	FBLN5	
THADA	1	THADA	
LRTOMT	1	LRTOMT	
ZNF471	1	ZNF471	
POLM	1	POLM	
EML6	1	EML6	
IRF2BP2	1	IRF2BP2	
AMPH	1	AMPH	
FAM131B	1	FAM131B	
BCL2L14	1	BCL2L14	
HSD17B12	1	HSD17B12	
TUBA1C	1	TUBA1C	
ACSS1	1	ACSS1	
ADCY8	1	ADCY8	
OOEP	1	OOEP	
CEP89	1	CEP89	
TAFA5	1	TAFA5	
AKAP8L	1	AKAP8L	
HSPBAP1	1	HSPBAP1	
GPRIN1	1	GPRIN1	
MVP	1	MVP	
DRC3	1	DRC3	
MAFIP	1	MAFIP	
KLF15	1	KLF15	
POLH	1	POLH	
CTBP2	1	CTBP2	
CCDC127	1	CCDC127	
RBIS	1	RBIS	
CDIP1	1	CDIP1	
CTU2	1	CTU2	
CACNA1G	1	CACNA1G	
FAM66D	1	FAM66D	
IGFBP4	1	IGFBP4	
RPL26	1	RPL26	
CCDC138	1	CCDC138	
POLE2	1	POLE2	
DIAPH3	1	DIAPH3	
EHBP1	1	EHBP1	
IFIH1	1	IFIH1	
FAM171A2	1	FAM171A2	
EEF1A1	1	EEF1A1	
ZNF319	1	ZNF319	
KDM6A	1	KDM6A	
OSBPL3	1	OSBPL3	
GEN1	1	GEN1	
DPP10	1	DPP10	
CLIP2	1	CLIP2	
SNAPC5	1	SNAPC5	
RTTN	1	RTTN	
SNHG31	1	SNHG31	
PRDM1	1	PRDM1	
PIP4K2C	1	PIP4K2C	
ACACA	1	ACACA	
TENM4	1	TENM4	
KRAS	1	KRAS	
MAGI3	1	MAGI3	
FEM1A	1	FEM1A	
TRANK1	1	TRANK1	
CD36	1	CD36	
ZNF808	1	ZNF808	
ERC2	1	ERC2	
SH3RF1	1	SH3RF1	
SCAT2	1	SCAT2	
KANK2	1	KANK2	
C19orf81	1	C19orf81	
ANGPTL1	1	ANGPTL1	
OSBPL6	1	OSBPL6	
KCNAB3	1	KCNAB3	
MAPK8IP1	1	MAPK8IP1	
ZNF707	1	ZNF707	
SEMA3D	1	SEMA3D	
GCK	1	GCK	
TMEM250	1	TMEM250	
RALGAPA2	1	RALGAPA2	
HCN4	1	HCN4	
ZNF717	1	ZNF717	
FBXW9	1	FBXW9	
DUSP4	1	DUSP4	
CCN3	1	CCN3	
RASGEF1C	1	RASGEF1C	
CHST9	1	CHST9	
TRIAP1	1	TRIAP1	
ITGA9	1	ITGA9	
CCNG2	1	CCNG2	
SUMO1	1	SUMO1	
PCDHB5	1	PCDHB5	
PFKL	1	PFKL	
HBA1	1	HBA1	
ZWILCH	1	ZWILCH	
POU3F2	1	POU3F2	
SPATA6	1	SPATA6	
B3GNT2	1	B3GNT2	
LRRIQ3	1	LRRIQ3	
TMEM244	1	TMEM244	
B3GALT6	1	B3GALT6	
PGRMC1	1	PGRMC1	
PCDHB9	1	PCDHB9	
GREB1L	1	GREB1L	
KCTD12	1	KCTD12	
C11orf68	1	C11orf68	
C17orf67	1	C17orf67	
SLC25A24	1	SLC25A24	
TMEM33	1	TMEM33	
LRATD1	1	LRATD1	
MAML1	1	MAML1	
DEUP1	1	DEUP1	
MAFK	1	MAFK	
PYDC1	1	PYDC1	
CDHR3	1	CDHR3	
RBPMS	1	RBPMS	
PSRC1	1	PSRC1	
RPS6KL1	1	RPS6KL1	
GPRASP2	1	GPRASP2	
DNAI3	1	WDR63	
ANKMY1	1	ANKMY1	
OLMALINC	1	OLMALINC	
DLGAP2	1	DLGAP2	
GTSCR1	1	GTSCR1	
SORCS3	1	SORCS3	
ANXA4	1	ANXA4	
LEPR	1	LEPR	
CORIN	1	CORIN	
TAC4	1	TAC4	
KCNK10	1	KCNK10	
GDPD1	1	GDPD1	
TTC9	1	TTC9	
B3GALNT1	1	B3GALNT1	
MID2	1	MID2	
PDGFC	1	PDGFC	
HDGF	1	HDGF	
TSEN2	1	TSEN2	
SNX29	1	SNX29	
NRP1	1	NRP1	
SYNM	1	SYNM	
EPB41	1	EPB41	
TMPO	1	TMPO	
AGTPBP1	1	AGTPBP1	
PKHD1	1	PKHD1	
FICD	1	FICD	
MAVS	1	MAVS	
ARAP2	1	ARAP2	
ZNF500	1	ZNF500	
LAMB3	1	LAMB3	
FAM151B	1	FAM151B	
RBM41	1	RBM41	
DDIT4	1	DDIT4	
KCNK13	1	KCNK13	
ARL5B	1	ARL5B	
NR2C2AP	1	NR2C2AP	
GLOD4	1	GLOD4	
NXPH3	1	NXPH3	
HIPK1	1	HIPK1	
NUDT15	1	NUDT15	
DHRSX	1	DHRSX	
GTF2H2	1	GTF2H2	
BCAR3	1	BCAR3	
TRIM32	1	TRIM32	
UNC5D	1	UNC5D	
SCAF1	1	SCAF1	
OXLD1	1	OXLD1	
SUPT3H	1	SUPT3H	
PRSS51	1	PRSS51	
GTF2H4	1	GTF2H4	
SNHG19	1	SNHG19	
DTYMK	1	DTYMK	
AKT3-IT1	1	AKT3-IT1	
POMGNT2	1	POMGNT2	
SGCB	1	SGCB	
PPP1R16B	1	PPP1R16B	
GRK4	1	GRK4	
KCNH1	1	KCNH1	
TBC1D24	1	TBC1D24	
ATG9A	1	ATG9A	
PLPPR2	1	PLPPR2	
NEFH	1	NEFH	
TRPC5OS	1	TRPC5OS	
ORMDL3	1	ORMDL3	
KCNJ12	1	KCNJ12	
SEMA3C	1	SEMA3C	
TSPAN17	1	TSPAN17	
RHNO1	1	RHNO1	
GNB2	1	GNB2	
IGFBP5	1	IGFBP5	
CASP6	1	CASP6	
TDRG1	1	TDRG1	
SYT12	1	SYT12	
BICD1	1	BICD1	
ARHGAP28	1	ARHGAP28	
UBE2E1	1	UBE2E1	
PNMA2	1	PNMA2	
TSNARE1	1	TSNARE1	
KCNV2	1	KCNV2	
MAGEF1	1	MAGEF1	
NCOA3	1	NCOA3	
NFATC3	1	NFATC3	
GJD2	1	GJD2	
AXIN1	1	AXIN1	
C9orf40	1	C9orf40	
UBAP2	1	UBAP2	
USP6NL	1	USP6NL	
MAGI1	1	MAGI1	
BTNL9	1	BTNL9	
RAP2C	1	RAP2C	
FTL	1	FTL	
PCCA	1	PCCA	
PSMD10	1	PSMD10	
NT5DC2	1	NT5DC2	
C2orf27A	1	C2orf27A	
ZNF804A	1	ZNF804A	
ARMCX1	1	ARMCX1	
POU3F1	1	POU3F1	
FKBP14	1	FKBP14	
GRK5	1	GRK5	
AMIGO1	1	AMIGO1	
CES4A	1	CES4A	
INA	1	INA	
LAMA3	1	LAMA3	
NPTN-IT1	1	NPTN-IT1	
PTPRE	1	PTPRE	
PHF21A	1	PHF21A	
SLC6A8	1	SLC6A8	
FGF22	1	FGF22	
FUCA2	1	FUCA2	
CD74	1	CD74	
BAP1	1	BAP1	
APBB2	1	APBB2	
SLC47A1	1	SLC47A1	
ZMYND8	1	ZMYND8	
SPCS3	1	SPCS3	
FAF1	1	FAF1	
PRMT3	1	PRMT3	
AXIN2	1	AXIN2	
JTB	1	JTB	
FLACC1	1	FLACC1	
TTC27	1	TTC27	
CEP290	1	CEP290	
PRKAG2	1	PRKAG2	
C6orf226	1	C6orf226	
SLC30A1	1	SLC30A1	
STRBP	1	STRBP	
ARHGAP15	1	ARHGAP15	
PLCL1	1	PLCL1	
TMEM30A	1	TMEM30A	
GRIK3	1	GRIK3	
PACS1	1	PACS1	
ERGIC3	1	ERGIC3	
C16orf95	1	C16orf95	
IQCJ-SCHIP1	1	IQCJ-SCHIP1	
CMTM7	1	CMTM7	
CAVIN4	1	CAVIN4	
SLC26A5	1	SLC26A5	
DENND2A	1	DENND2A	
PRKRIP1	1	PRKRIP1	
AKAP11	1	AKAP11	
GPR89B	1	GPR89B	
TMEM221	1	TMEM221	
ADGRF3	1	ADGRF3	
TNFRSF1A	1	TNFRSF1A	
MRPL28	1	MRPL28	
RPTOR	1	RPTOR	
MED27	1	MED27	
CNTN5	1	CNTN5	
RPL36A	1	RPL36A	
ATF7	1	ATF7	
SRF	1	SRF	
SLC39A7	1	SLC39A7	
HIBADH	1	HIBADH	
